"report_date","state","value","location_name","final_value","truth_date","final_perc_change","absolutediff","season"
2023-03-18,"OH",32,"Ohio",32,2023-05-20,0,0,"B) 2022-2023"
2023-03-18,"OK",22,"Oklahoma",22,2023-05-20,0,0,"B) 2022-2023"
2023-03-18,"OR",10,"Oregon",7,2023-05-20,-0.3,-3,"B) 2022-2023"
2023-03-18,"PA",170,"Pennsylvania",171,2023-05-20,0.00588235294117647,1,"B) 2022-2023"
2023-03-18,"PR",14,"Puerto Rico",15,2023-05-20,0.0714285714285714,1,"B) 2022-2023"
2023-03-18,"RI",3,"Rhode Island",1,2023-05-20,-0.666666666666667,-2,"B) 2022-2023"
2023-03-18,"SC",21,"South Carolina",21,2023-05-20,0,0,"B) 2022-2023"
2023-03-18,"SD",11,"South Dakota",11,2023-05-20,0,0,"B) 2022-2023"
2023-03-18,"TN",29,"Tennessee",29,2023-05-20,0,0,"B) 2022-2023"
2023-03-18,"TX",151,"Texas",147,2023-05-20,-0.0264900662251656,-4,"B) 2022-2023"
2023-03-18,"US",1413,"US",1397,2023-05-20,-0.0113234253361642,-16,"B) 2022-2023"
2023-03-18,"UT",4,"Utah",4,2023-05-20,0,0,"B) 2022-2023"
2023-03-18,"VT",2,"Vermont",3,2023-05-20,0.5,1,"B) 2022-2023"
2023-03-18,"VA",59,"Virginia",59,2023-05-20,0,0,"B) 2022-2023"
2023-03-18,"WA",37,"Washington",30,2023-05-20,-0.189189189189189,-7,"B) 2022-2023"
2023-03-18,"WV",10,"West Virginia",10,2023-05-20,0,0,"B) 2022-2023"
2023-03-18,"WI",7,"Wisconsin",7,2023-05-20,0,0,"B) 2022-2023"
2023-03-18,"WY",1,"Wyoming",1,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"AL",21,"Alabama",20,2023-05-20,-0.0476190476190476,-1,"B) 2022-2023"
2023-03-25,"AK",4,"Alaska",4,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"AZ",39,"Arizona",42,2023-05-20,0.0769230769230769,3,"B) 2022-2023"
2023-03-25,"AR",22,"Arkansas",22,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"CA",33,"California",32,2023-05-20,-0.0303030303030303,-1,"B) 2022-2023"
2023-03-25,"CO",11,"Colorado",11,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"CT",12,"Connecticut",12,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"DE",2,"Delaware",2,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"DC",2,"District of Columbia",2,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"FL",159,"Florida",162,2023-05-20,0.0188679245283019,3,"B) 2022-2023"
2023-03-25,"GA",62,"Georgia",68,2023-05-20,0.0967741935483871,6,"B) 2022-2023"
2023-03-25,"HI",1,"Hawaii",2,2023-05-20,1,1,"B) 2022-2023"
2023-03-25,"ID",5,"Idaho",5,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"IL",23,"Illinois",28,2023-05-20,0.217391304347826,5,"B) 2022-2023"
2023-03-25,"IN",23,"Indiana",22,2023-05-20,-0.0434782608695652,-1,"B) 2022-2023"
2023-03-25,"IA",7,"Iowa",7,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"KS",7,"Kansas",7,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"KY",15,"Kentucky",15,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"LA",21,"Louisiana",21,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"ME",1,"Maine",1,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"MD",22,"Maryland",19,2023-05-20,-0.136363636363636,-3,"B) 2022-2023"
2023-03-25,"MA",19,"Massachusetts",19,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"MI",19,"Michigan",19,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"MN",6,"Minnesota",6,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"MS",14,"Mississippi",15,2023-05-20,0.0714285714285714,1,"B) 2022-2023"
2023-03-25,"MO",30,"Missouri",31,2023-05-20,0.0333333333333333,1,"B) 2022-2023"
2023-03-25,"MT",1,"Montana",1,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"NE",15,"Nebraska",9,2023-05-20,-0.4,-6,"B) 2022-2023"
2023-03-25,"NV",10,"Nevada",10,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"NH",9,"New Hampshire",9,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"NJ",49,"New Jersey",45,2023-05-20,-0.0816326530612245,-4,"B) 2022-2023"
2023-03-25,"NM",4,"New Mexico",4,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"NY",69,"New York",73,2023-05-20,0.0579710144927536,4,"B) 2022-2023"
2023-03-25,"NC",23,"North Carolina",18,2023-05-20,-0.217391304347826,-5,"B) 2022-2023"
2023-03-25,"ND",0,"North Dakota",0,2023-05-20,NA,0,"B) 2022-2023"
2023-03-25,"OH",34,"Ohio",34,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"OK",20,"Oklahoma",23,2023-05-20,0.15,3,"B) 2022-2023"
2023-03-25,"OR",3,"Oregon",3,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"PA",97,"Pennsylvania",147,2023-05-20,0.515463917525773,50,"B) 2022-2023"
2023-03-25,"PR",27,"Puerto Rico",24,2023-05-20,-0.111111111111111,-3,"B) 2022-2023"
2023-03-25,"RI",2,"Rhode Island",2,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"SC",25,"South Carolina",25,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"SD",21,"South Dakota",21,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"TN",27,"Tennessee",31,2023-05-20,0.148148148148148,4,"B) 2022-2023"
2023-03-25,"TX",138,"Texas",135,2023-05-20,-0.0217391304347826,-3,"B) 2022-2023"
2023-03-25,"US",1259,"US",1315,2023-05-20,0.0444797458300238,56,"B) 2022-2023"
2023-03-25,"UT",2,"Utah",2,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"VT",3,"Vermont",3,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"VA",48,"Virginia",51,2023-05-20,0.0625,3,"B) 2022-2023"
2023-03-25,"WA",29,"Washington",28,2023-05-20,-0.0344827586206897,-1,"B) 2022-2023"
2023-03-25,"WV",15,"West Virginia",15,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"WI",8,"Wisconsin",8,2023-05-20,0,0,"B) 2022-2023"
2023-03-25,"WY",0,"Wyoming",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-01,"AL",26,"Alabama",26,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"AK",0,"Alaska",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-01,"AZ",46,"Arizona",40,2023-05-20,-0.130434782608696,-6,"B) 2022-2023"
2023-04-01,"AR",24,"Arkansas",24,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"CA",34,"California",34,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"CO",6,"Colorado",6,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"CT",13,"Connecticut",14,2023-05-20,0.0769230769230769,1,"B) 2022-2023"
2023-04-01,"DE",2,"Delaware",2,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"DC",11,"District of Columbia",11,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"FL",142,"Florida",162,2023-05-20,0.140845070422535,20,"B) 2022-2023"
2023-04-01,"GA",53,"Georgia",49,2023-05-20,-0.0754716981132075,-4,"B) 2022-2023"
2023-04-01,"HI",6,"Hawaii",6,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"ID",1,"Idaho",2,2023-05-20,1,1,"B) 2022-2023"
2023-04-01,"IL",30,"Illinois",30,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"IN",43,"Indiana",40,2023-05-20,-0.0697674418604651,-3,"B) 2022-2023"
2023-04-01,"IA",4,"Iowa",4,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"KS",8,"Kansas",8,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"KY",13,"Kentucky",15,2023-05-20,0.153846153846154,2,"B) 2022-2023"
2023-04-01,"LA",28,"Louisiana",25,2023-05-20,-0.107142857142857,-3,"B) 2022-2023"
2023-04-01,"ME",5,"Maine",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"MD",7,"Maryland",9,2023-05-20,0.285714285714286,2,"B) 2022-2023"
2023-04-01,"MA",14,"Massachusetts",11,2023-05-20,-0.214285714285714,-3,"B) 2022-2023"
2023-04-01,"MI",17,"Michigan",17,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"MN",9,"Minnesota",9,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"MS",17,"Mississippi",20,2023-05-20,0.176470588235294,3,"B) 2022-2023"
2023-04-01,"MO",35,"Missouri",29,2023-05-20,-0.171428571428571,-6,"B) 2022-2023"
2023-04-01,"MT",1,"Montana",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"NE",9,"Nebraska",9,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"NV",3,"Nevada",3,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"NH",9,"New Hampshire",9,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"NJ",36,"New Jersey",37,2023-05-20,0.0277777777777778,1,"B) 2022-2023"
2023-04-01,"NM",8,"New Mexico",8,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"NY",76,"New York",78,2023-05-20,0.0263157894736842,2,"B) 2022-2023"
2023-04-01,"NC",11,"North Carolina",10,2023-05-20,-0.0909090909090909,-1,"B) 2022-2023"
2023-04-01,"ND",0,"North Dakota",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-01,"OH",30,"Ohio",30,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"OK",21,"Oklahoma",22,2023-05-20,0.0476190476190476,1,"B) 2022-2023"
2023-04-01,"OR",4,"Oregon",5,2023-05-20,0.25,1,"B) 2022-2023"
2023-04-01,"PA",90,"Pennsylvania",91,2023-05-20,0.0111111111111111,1,"B) 2022-2023"
2023-04-01,"PR",34,"Puerto Rico",46,2023-05-20,0.352941176470588,12,"B) 2022-2023"
2023-04-01,"RI",0,"Rhode Island",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-01,"SC",15,"South Carolina",20,2023-05-20,0.333333333333333,5,"B) 2022-2023"
2023-04-01,"SD",15,"South Dakota",13,2023-05-20,-0.133333333333333,-2,"B) 2022-2023"
2023-04-01,"TN",46,"Tennessee",46,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"TX",154,"Texas",150,2023-05-20,-0.025974025974026,-4,"B) 2022-2023"
2023-04-01,"US",1256,"US",1274,2023-05-20,0.0143312101910828,18,"B) 2022-2023"
2023-04-01,"UT",4,"Utah",4,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"VT",0,"Vermont",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-01,"VA",45,"Virginia",46,2023-05-20,0.0222222222222222,1,"B) 2022-2023"
2023-04-01,"WA",36,"Washington",33,2023-05-20,-0.0833333333333333,-3,"B) 2022-2023"
2023-04-01,"WV",7,"West Virginia",7,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"WI",7,"Wisconsin",7,2023-05-20,0,0,"B) 2022-2023"
2023-04-01,"WY",1,"Wyoming",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"AL",14,"Alabama",15,2023-05-20,0.0714285714285714,1,"B) 2022-2023"
2023-04-08,"AK",3,"Alaska",2,2023-05-20,-0.333333333333333,-1,"B) 2022-2023"
2023-04-08,"AZ",72,"Arizona",68,2023-05-20,-0.0555555555555556,-4,"B) 2022-2023"
2023-04-08,"AR",16,"Arkansas",16,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"CA",40,"California",39,2023-05-20,-0.025,-1,"B) 2022-2023"
2023-04-08,"CO",6,"Colorado",7,2023-05-20,0.166666666666667,1,"B) 2022-2023"
2023-04-08,"CT",20,"Connecticut",21,2023-05-20,0.05,1,"B) 2022-2023"
2023-04-08,"DE",0,"Delaware",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-08,"DC",3,"District of Columbia",3,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"FL",183,"Florida",182,2023-05-20,-0.00546448087431694,-1,"B) 2022-2023"
2023-04-08,"GA",47,"Georgia",48,2023-05-20,0.0212765957446809,1,"B) 2022-2023"
2023-04-08,"HI",3,"Hawaii",3,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"ID",5,"Idaho",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"IL",18,"Illinois",22,2023-05-20,0.222222222222222,4,"B) 2022-2023"
2023-04-08,"IN",15,"Indiana",15,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"IA",2,"Iowa",2,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"KS",3,"Kansas",4,2023-05-20,0.333333333333333,1,"B) 2022-2023"
2023-04-08,"KY",18,"Kentucky",19,2023-05-20,0.0555555555555556,1,"B) 2022-2023"
2023-04-08,"LA",28,"Louisiana",21,2023-05-20,-0.25,-7,"B) 2022-2023"
2023-04-08,"ME",2,"Maine",2,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"MD",16,"Maryland",16,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"MA",12,"Massachusetts",12,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"MI",27,"Michigan",27,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"MN",14,"Minnesota",14,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"MS",28,"Mississippi",26,2023-05-20,-0.0714285714285714,-2,"B) 2022-2023"
2023-04-08,"MO",31,"Missouri",29,2023-05-20,-0.0645161290322581,-2,"B) 2022-2023"
2023-04-08,"MT",0,"Montana",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-08,"NE",5,"Nebraska",6,2023-05-20,0.2,1,"B) 2022-2023"
2023-04-08,"NV",3,"Nevada",7,2023-05-20,1.33333333333333,4,"B) 2022-2023"
2023-04-08,"NH",5,"New Hampshire",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"NJ",40,"New Jersey",41,2023-05-20,0.025,1,"B) 2022-2023"
2023-04-08,"NM",1,"New Mexico",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"NY",75,"New York",76,2023-05-20,0.0133333333333333,1,"B) 2022-2023"
2023-04-08,"NC",23,"North Carolina",27,2023-05-20,0.173913043478261,4,"B) 2022-2023"
2023-04-08,"ND",8,"North Dakota",8,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"OH",13,"Ohio",13,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"OK",21,"Oklahoma",22,2023-05-20,0.0476190476190476,1,"B) 2022-2023"
2023-04-08,"OR",6,"Oregon",5,2023-05-20,-0.166666666666667,-1,"B) 2022-2023"
2023-04-08,"PA",64,"Pennsylvania",65,2023-05-20,0.015625,1,"B) 2022-2023"
2023-04-08,"PR",35,"Puerto Rico",32,2023-05-20,-0.0857142857142857,-3,"B) 2022-2023"
2023-04-08,"RI",0,"Rhode Island",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-08,"SC",25,"South Carolina",25,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"SD",13,"South Dakota",10,2023-05-20,-0.230769230769231,-3,"B) 2022-2023"
2023-04-08,"TN",31,"Tennessee",28,2023-05-20,-0.0967741935483871,-3,"B) 2022-2023"
2023-04-08,"TX",129,"Texas",120,2023-05-20,-0.0697674418604651,-9,"B) 2022-2023"
2023-04-08,"US",1230,"US",1211,2023-05-20,-0.0154471544715447,-19,"B) 2022-2023"
2023-04-08,"UT",5,"Utah",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"VT",0,"Vermont",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-08,"VA",55,"Virginia",55,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"WA",28,"Washington",23,2023-05-20,-0.178571428571429,-5,"B) 2022-2023"
2023-04-08,"WV",9,"West Virginia",9,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"WI",7,"Wisconsin",7,2023-05-20,0,0,"B) 2022-2023"
2023-04-08,"WY",3,"Wyoming",3,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"AL",19,"Alabama",19,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"AK",2,"Alaska",2,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"AZ",95,"Arizona",89,2023-05-20,-0.0631578947368421,-6,"B) 2022-2023"
2023-04-15,"AR",14,"Arkansas",16,2023-05-20,0.142857142857143,2,"B) 2022-2023"
2023-04-15,"CA",35,"California",37,2023-05-20,0.0571428571428571,2,"B) 2022-2023"
2023-04-15,"CO",19,"Colorado",19,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"CT",11,"Connecticut",11,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"DE",0,"Delaware",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-15,"DC",3,"District of Columbia",3,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"FL",138,"Florida",135,2023-05-20,-0.0217391304347826,-3,"B) 2022-2023"
2023-04-15,"GA",32,"Georgia",30,2023-05-20,-0.0625,-2,"B) 2022-2023"
2023-04-15,"HI",1,"Hawaii",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"ID",1,"Idaho",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"IL",43,"Illinois",34,2023-05-20,-0.209302325581395,-9,"B) 2022-2023"
2023-04-15,"IN",19,"Indiana",17,2023-05-20,-0.105263157894737,-2,"B) 2022-2023"
2023-04-15,"IA",5,"Iowa",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"KS",8,"Kansas",8,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"KY",12,"Kentucky",12,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"LA",11,"Louisiana",11,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"ME",0,"Maine",1,2023-05-20,Inf,1,"B) 2022-2023"
2023-04-15,"MD",10,"Maryland",10,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"MA",10,"Massachusetts",10,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"MI",13,"Michigan",15,2023-05-20,0.153846153846154,2,"B) 2022-2023"
2023-04-15,"MN",14,"Minnesota",11,2023-05-20,-0.214285714285714,-3,"B) 2022-2023"
2023-04-15,"MS",18,"Mississippi",19,2023-05-20,0.0555555555555556,1,"B) 2022-2023"
2023-04-15,"MO",21,"Missouri",19,2023-05-20,-0.0952380952380952,-2,"B) 2022-2023"
2023-04-15,"MT",1,"Montana",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"NE",4,"Nebraska",4,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"NV",4,"Nevada",4,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"NH",0,"New Hampshire",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-15,"NJ",42,"New Jersey",43,2023-05-20,0.0238095238095238,1,"B) 2022-2023"
2023-04-15,"NM",4,"New Mexico",4,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"NY",78,"New York",74,2023-05-20,-0.0512820512820513,-4,"B) 2022-2023"
2023-04-15,"NC",21,"North Carolina",21,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"ND",4,"North Dakota",4,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"OH",26,"Ohio",26,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"OK",17,"Oklahoma",17,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"OR",2,"Oregon",2,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"PA",73,"Pennsylvania",73,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"PR",36,"Puerto Rico",33,2023-05-20,-0.0833333333333333,-3,"B) 2022-2023"
2023-04-15,"RI",1,"Rhode Island",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"SC",18,"South Carolina",19,2023-05-20,0.0555555555555556,1,"B) 2022-2023"
2023-04-15,"SD",3,"South Dakota",4,2023-05-20,0.333333333333333,1,"B) 2022-2023"
2023-04-15,"TN",24,"Tennessee",23,2023-05-20,-0.0416666666666667,-1,"B) 2022-2023"
2023-04-15,"TX",122,"Texas",110,2023-05-20,-0.0983606557377049,-12,"B) 2022-2023"
2023-04-15,"US",1113,"US",1083,2023-05-20,-0.0269541778975741,-30,"B) 2022-2023"
2023-04-15,"UT",4,"Utah",4,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"VT",1,"Vermont",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"VA",28,"Virginia",29,2023-05-20,0.0357142857142857,1,"B) 2022-2023"
2023-04-15,"WA",27,"Washington",32,2023-05-20,0.185185185185185,5,"B) 2022-2023"
2023-04-15,"WV",5,"West Virginia",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"WI",12,"Wisconsin",12,2023-05-20,0,0,"B) 2022-2023"
2023-04-15,"WY",2,"Wyoming",2,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"AL",16,"Alabama",19,2023-05-20,0.1875,3,"B) 2022-2023"
2023-04-22,"AK",1,"Alaska",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"AZ",96,"Arizona",78,2023-05-20,-0.1875,-18,"B) 2022-2023"
2023-04-22,"AR",10,"Arkansas",8,2023-05-20,-0.2,-2,"B) 2022-2023"
2023-04-22,"CA",34,"California",33,2023-05-20,-0.0294117647058824,-1,"B) 2022-2023"
2023-04-22,"CO",10,"Colorado",10,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"CT",12,"Connecticut",7,2023-05-20,-0.416666666666667,-5,"B) 2022-2023"
2023-04-22,"DE",0,"Delaware",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-22,"DC",4,"District of Columbia",3,2023-05-20,-0.25,-1,"B) 2022-2023"
2023-04-22,"FL",141,"Florida",141,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"GA",47,"Georgia",48,2023-05-20,0.0212765957446809,1,"B) 2022-2023"
2023-04-22,"HI",2,"Hawaii",2,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"ID",5,"Idaho",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"IL",32,"Illinois",29,2023-05-20,-0.09375,-3,"B) 2022-2023"
2023-04-22,"IN",15,"Indiana",13,2023-05-20,-0.133333333333333,-2,"B) 2022-2023"
2023-04-22,"IA",1,"Iowa",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"KS",3,"Kansas",3,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"KY",12,"Kentucky",12,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"LA",26,"Louisiana",27,2023-05-20,0.0384615384615385,1,"B) 2022-2023"
2023-04-22,"ME",2,"Maine",4,2023-05-20,1,2,"B) 2022-2023"
2023-04-22,"MD",8,"Maryland",11,2023-05-20,0.375,3,"B) 2022-2023"
2023-04-22,"MA",8,"Massachusetts",8,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"MI",8,"Michigan",8,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"MN",7,"Minnesota",6,2023-05-20,-0.142857142857143,-1,"B) 2022-2023"
2023-04-22,"MS",31,"Mississippi",30,2023-05-20,-0.032258064516129,-1,"B) 2022-2023"
2023-04-22,"MO",19,"Missouri",22,2023-05-20,0.157894736842105,3,"B) 2022-2023"
2023-04-22,"MT",0,"Montana",1,2023-05-20,Inf,1,"B) 2022-2023"
2023-04-22,"NE",5,"Nebraska",7,2023-05-20,0.4,2,"B) 2022-2023"
2023-04-22,"NV",0,"Nevada",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-22,"NH",1,"New Hampshire",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"NJ",31,"New Jersey",35,2023-05-20,0.129032258064516,4,"B) 2022-2023"
2023-04-22,"NM",8,"New Mexico",8,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"NY",43,"New York",45,2023-05-20,0.0465116279069767,2,"B) 2022-2023"
2023-04-22,"NC",15,"North Carolina",15,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"ND",5,"North Dakota",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"OH",18,"Ohio",18,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"OK",17,"Oklahoma",17,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"OR",1,"Oregon",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"PA",79,"Pennsylvania",77,2023-05-20,-0.0253164556962025,-2,"B) 2022-2023"
2023-04-22,"PR",29,"Puerto Rico",29,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"RI",1,"Rhode Island",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"SC",23,"South Carolina",23,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"SD",4,"South Dakota",4,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"TN",26,"Tennessee",22,2023-05-20,-0.153846153846154,-4,"B) 2022-2023"
2023-04-22,"TX",105,"Texas",100,2023-05-20,-0.0476190476190476,-5,"B) 2022-2023"
2023-04-22,"US",1033,"US",1013,2023-05-20,-0.0193610842207164,-20,"B) 2022-2023"
2023-04-22,"UT",5,"Utah",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"VT",0,"Vermont",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-22,"VA",46,"Virginia",47,2023-05-20,0.0217391304347826,1,"B) 2022-2023"
2023-04-22,"WA",14,"Washington",16,2023-05-20,0.142857142857143,2,"B) 2022-2023"
2023-04-22,"WV",4,"West Virginia",4,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"WI",3,"Wisconsin",3,2023-05-20,0,0,"B) 2022-2023"
2023-04-22,"WY",0,"Wyoming",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-29,"AL",12,"Alabama",12,2023-05-20,0,0,"B) 2022-2023"
2023-04-29,"AK",0,"Alaska",0,2023-05-20,NA,0,"B) 2022-2023"
2023-04-29,"AZ",78,"Arizona",77,2023-05-20,-0.0128205128205128,-1,"B) 2022-2023"
2023-04-29,"AR",11,"Arkansas",11,2023-05-20,0,0,"B) 2022-2023"
2023-04-29,"CA",25,"California",25,2023-05-20,0,0,"B) 2022-2023"
2023-04-29,"CO",12,"Colorado",12,2023-05-20,0,0,"B) 2022-2023"
2023-04-29,"CT",9,"Connecticut",9,2023-05-20,0,0,"B) 2022-2023"
2023-04-29,"DE",1,"Delaware",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-29,"DC",1,"District of Columbia",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-29,"FL",133,"Florida",141,2023-05-20,0.0601503759398496,8,"B) 2022-2023"
2023-04-29,"GA",41,"Georgia",40,2023-05-20,-0.024390243902439,-1,"B) 2022-2023"
2023-04-29,"HI",1,"Hawaii",1,2023-05-20,0,0,"B) 2022-2023"
2023-04-29,"ID",5,"Idaho",5,2023-05-20,0,0,"B) 2022-2023"
2023-04-29,"IL",13,"Illinois",16,2023-05-20,0.230769230769231,3,"B) 2022-2023"
2023-04-29,"IN",17,"Indiana",15,2023-05-20,-0.117647058823529,-2,"B) 2022-2023"
2023-04-29,"IA",12,"Iowa",11,2023-05-20,-0.0833333333333333,-1,"B) 2022-2023"
