"model","location_name","wis","rel_wis","mae","below","Percent.Cov.50","Percent.Cov.95"
"LUcompUncertLab-VAR2K_plusCOVID","Utah",3.85,1.1,5.98,0,0.390625,0.78125
"LUcompUncertLab-VAR2K_plusCOVID","Vermont",2.56,0.92,3.69,1,0.578125,0.796875
"LUcompUncertLab-VAR2K_plusCOVID","Virginia",6.24,0.86,10.06,1,0.578125,0.984375
"LUcompUncertLab-VAR2K_plusCOVID","Washington",15.54,1.51,20.12,0,0.1875,0.5
"LUcompUncertLab-VAR2K_plusCOVID","West Virginia",10.04,1.02,15.11,0,0.296875,0.75
"LUcompUncertLab-VAR2K_plusCOVID","Wisconsin",14.24,1.27,22.94,0,0.421875,0.859375
"LUcompUncertLab-VAR2K_plusCOVID","Wyoming",1.52,0.74,2.42,1,0.796875,1
"LUcompUncertLab-VAR2_plusCOVID","Alabama",3.79,0.65,6.03,1,0.661764705882353,1
"LUcompUncertLab-VAR2_plusCOVID","Alaska",1.75,0.85,2.5,1,0.808823529411765,0.941176470588235
"LUcompUncertLab-VAR2_plusCOVID","Arizona",46.66,1.37,65.24,0,0.220588235294118,0.573529411764706
"LUcompUncertLab-VAR2_plusCOVID","Arkansas",11.45,0.83,16.88,1,0.411764705882353,0.779411764705882
"LUcompUncertLab-VAR2_plusCOVID","California",83.79,1.25,102.66,0,0.147058823529412,0.588235294117647
"LUcompUncertLab-VAR2_plusCOVID","Colorado",54.49,1.44,68.6,0,0.161764705882353,0.544117647058823
"LUcompUncertLab-VAR2_plusCOVID","Connecticut",17.81,1.37,23.19,0,0.235294117647059,0.514705882352941
"LUcompUncertLab-VAR2_plusCOVID","Delaware",4.7,0.83,6.1,1,0.632352941176471,0.838235294117647
"LUcompUncertLab-VAR2_plusCOVID","District of Columbia",1.25,1.19,2.01,0,0.529411764705882,0.808823529411765
"LUcompUncertLab-VAR2_plusCOVID","Florida",174.52,1.69,201.18,0,0.220588235294118,0.367647058823529
"LUcompUncertLab-VAR2_plusCOVID","Georgia",7.09,0.84,10.99,1,0.544117647058823,0.955882352941177
"LUcompUncertLab-VAR2_plusCOVID","Hawaii",2.25,0.96,2.97,1,0.544117647058823,0.676470588235294
"LUcompUncertLab-VAR2_plusCOVID","Idaho",5,1.53,6.97,0,0.397058823529412,0.691176470588235
"LUcompUncertLab-VAR2_plusCOVID","Illinois",36.38,1.6,49.41,0,0.161764705882353,0.544117647058823
"LUcompUncertLab-VAR2_plusCOVID","Indiana",22.2,1.17,32.69,0,0.441176470588235,0.852941176470588
"LUcompUncertLab-VAR2_plusCOVID","Iowa",6.61,0.91,10.1,1,0.544117647058823,0.867647058823529
"LUcompUncertLab-VAR2_plusCOVID","Kansas",5.29,0.92,8.26,1,0.573529411764706,0.970588235294118
"LUcompUncertLab-VAR2_plusCOVID","Kentucky",20,1.1,27.69,0,0.191176470588235,0.573529411764706
"LUcompUncertLab-VAR2_plusCOVID","Louisiana",6.12,0.94,9.63,1,0.558823529411765,0.970588235294118
"LUcompUncertLab-VAR2_plusCOVID","Maine",9.73,1.46,12.59,0,0.25,0.529411764705882
"LUcompUncertLab-VAR2_plusCOVID","Maryland",9.97,1.15,15.16,0,0.352941176470588,0.794117647058823
"LUcompUncertLab-VAR2_plusCOVID","Massachusetts",52.15,1.39,65.18,0,0.132352941176471,0.411764705882353
"LUcompUncertLab-VAR2_plusCOVID","Michigan",39.3,1.36,54.41,0,0.161764705882353,0.514705882352941
"LUcompUncertLab-VAR2_plusCOVID","Minnesota",6.41,0.92,11.07,1,0.544117647058823,0.985294117647059
"LUcompUncertLab-VAR2_plusCOVID","Mississippi",4.15,0.82,6.32,1,0.661764705882353,0.985294117647059
"LUcompUncertLab-VAR2_plusCOVID","Missouri",10.85,0.98,17.88,1,0.5,0.970588235294118
"LUcompUncertLab-VAR2_plusCOVID","Montana",7.21,1.6,10.44,0,0.308823529411765,0.661764705882353
"LUcompUncertLab-VAR2_plusCOVID","Nebraska",9.53,1.08,13.07,0,0.573529411764706,0.794117647058823
"LUcompUncertLab-VAR2_plusCOVID","Nevada",24.98,1.11,33.21,0,0.161764705882353,0.426470588235294
"LUcompUncertLab-VAR2_plusCOVID","New Hampshire",8.61,1.69,11.74,0,0.279411764705882,0.485294117647059
"LUcompUncertLab-VAR2_plusCOVID","New Jersey",20.22,0.8,30.34,1,0.264705882352941,0.720588235294118
"LUcompUncertLab-VAR2_plusCOVID","New Mexico",15.99,1.15,21.43,0,0.205882352941176,0.544117647058823
"LUcompUncertLab-VAR2_plusCOVID","New York",75.13,1.34,95.1,0,0.0882352941176471,0.470588235294118
"LUcompUncertLab-VAR2_plusCOVID","North Carolina",10.71,0.85,17.72,1,0.676470588235294,1
"LUcompUncertLab-VAR2_plusCOVID","North Dakota",1.68,0.87,2.1,1,0.970588235294118,1
"LUcompUncertLab-VAR2_plusCOVID","Ohio",19.79,1.09,32.19,0,0.352941176470588,0.926470588235294
"LUcompUncertLab-VAR2_plusCOVID","Oklahoma",26.85,1.24,37.38,0,0.485294117647059,0.735294117647059
"LUcompUncertLab-VAR2_plusCOVID","Oregon",9.38,1.62,12.94,0,0.132352941176471,0.470588235294118
"LUcompUncertLab-VAR2_plusCOVID","Pennsylvania",30.67,0.99,44.16,1,0.25,0.661764705882353
"LUcompUncertLab-VAR2_plusCOVID","Puerto Rico",19.88,1.08,25.09,0,0.470588235294118,0.691176470588235
"LUcompUncertLab-VAR2_plusCOVID","Rhode Island",2.77,1.27,3.76,0,0.441176470588235,0.632352941176471
"LUcompUncertLab-VAR2_plusCOVID","South Carolina",5.93,1.13,9.18,0,0.514705882352941,0.911764705882353
"LUcompUncertLab-VAR2_plusCOVID","South Dakota",3.06,0.93,4.38,1,0.823529411764706,0.926470588235294
"LUcompUncertLab-VAR2_plusCOVID","Tennessee",6.17,0.74,9,1,0.632352941176471,0.985294117647059
"LUcompUncertLab-VAR2_plusCOVID","Texas",150.41,1.61,182,0,0.470588235294118,0.617647058823529
"LUcompUncertLab-VAR2_plusCOVID","Utah",3.86,1.15,5.69,0,0.426470588235294,0.75
"LUcompUncertLab-VAR2_plusCOVID","Vermont",2.73,1.01,3.94,0,0.397058823529412,0.75
"LUcompUncertLab-VAR2_plusCOVID","Virginia",6.04,0.84,9.62,1,0.544117647058823,0.985294117647059
"LUcompUncertLab-VAR2_plusCOVID","Washington",17.56,1.71,21.84,0,0.132352941176471,0.352941176470588
"LUcompUncertLab-VAR2_plusCOVID","West Virginia",9.51,1.01,13.74,0,0.308823529411765,0.705882352941177
"LUcompUncertLab-VAR2_plusCOVID","Wisconsin",11.88,1.1,18.9,0,0.411764705882353,0.882352941176471
"LUcompUncertLab-VAR2_plusCOVID","Wyoming",1.52,0.76,2.68,1,0.75,1
"LosAlamos_NAU-CModel_Flu","Alabama",3.76,0.67,6.15,1,0.375,0.972222222222222
"LosAlamos_NAU-CModel_Flu","Alaska",3.21,1.35,4.83,0,0.555555555555556,0.819444444444444
"LosAlamos_NAU-CModel_Flu","Arizona",60.39,1.72,86.62,0,0.0833333333333333,0.375
"LosAlamos_NAU-CModel_Flu","Arkansas",14.53,1.08,19.38,0,0.333333333333333,0.680555555555556
"LosAlamos_NAU-CModel_Flu","California",154.42,2.31,169.83,0,0.0416666666666667,0.0833333333333333
"LosAlamos_NAU-CModel_Flu","Colorado",65.54,1.79,79.96,0,0.152777777777778,0.430555555555556
"LosAlamos_NAU-CModel_Flu","Connecticut",17.73,1.31,25,0,0.152777777777778,0.541666666666667
"LosAlamos_NAU-CModel_Flu","Delaware",5.46,0.99,7.76,0,0.416666666666667,0.736111111111111
"LosAlamos_NAU-CModel_Flu","District of Columbia",1.49,1.42,2.32,0,0.569444444444444,0.944444444444444
"LosAlamos_NAU-CModel_Flu","Florida",186.99,1.85,202.83,0,0,0.166666666666667
"LosAlamos_NAU-CModel_Flu","Georgia",13.45,1.57,18.33,0,0.194444444444444,0.541666666666667
"LosAlamos_NAU-CModel_Flu","Hawaii",3.75,1.56,5.08,0,0.444444444444444,0.791666666666667
"LosAlamos_NAU-CModel_Flu","Idaho",3.7,1.15,5.51,0,0.486111111111111,0.944444444444444
"LosAlamos_NAU-CModel_Flu","Illinois",45,1.94,55.25,0,0.180555555555556,0.402777777777778
"LosAlamos_NAU-CModel_Flu","Indiana",27.87,1.51,41.28,0,0.111111111111111,0.513888888888889
"LosAlamos_NAU-CModel_Flu","Iowa",8.22,1.18,11.92,0,0.388888888888889,0.652777777777778
"LosAlamos_NAU-CModel_Flu","Kansas",4.64,0.82,8.06,1,0.527777777777778,0.986111111111111
"LosAlamos_NAU-CModel_Flu","Kentucky",21.57,1.22,28.33,0,0.277777777777778,0.569444444444444
"LosAlamos_NAU-CModel_Flu","Louisiana",10.38,1.65,16.17,0,0.208333333333333,0.527777777777778
"LosAlamos_NAU-CModel_Flu","Maine",8.38,1.19,11.26,0,0.138888888888889,0.486111111111111
"LosAlamos_NAU-CModel_Flu","Maryland",17.23,1.97,21.4,0,0.263888888888889,0.416666666666667
"LosAlamos_NAU-CModel_Flu","Massachusetts",64.47,1.71,75.29,0,0.111111111111111,0.319444444444444
"LosAlamos_NAU-CModel_Flu","Michigan",71.75,2.43,88.01,0,0,0.236111111111111
"LosAlamos_NAU-CModel_Flu","Minnesota",11.51,1.71,16.1,0,0.166666666666667,0.541666666666667
"LosAlamos_NAU-CModel_Flu","Mississippi",8.6,1.67,13.01,0,0.0833333333333333,0.583333333333333
"LosAlamos_NAU-CModel_Flu","Missouri",26.58,2.44,35.15,0,0.0138888888888889,0.263888888888889
"LosAlamos_NAU-CModel_Flu","Montana",5.02,1.12,7.58,0,0.291666666666667,0.819444444444444
"LosAlamos_NAU-CModel_Flu","Nebraska",5.17,0.61,8.07,1,0.472222222222222,0.861111111111111
"LosAlamos_NAU-CModel_Flu","Nevada",36.33,1.62,44.33,0,0.138888888888889,0.333333333333333
"LosAlamos_NAU-CModel_Flu","New Hampshire",7.2,1.42,9.99,0,0.305555555555556,0.569444444444444
"LosAlamos_NAU-CModel_Flu","New Jersey",48.7,1.98,57.61,0,0.138888888888889,0.277777777777778
"LosAlamos_NAU-CModel_Flu","New Mexico",13.55,0.97,19.26,1,0.333333333333333,0.625
"LosAlamos_NAU-CModel_Flu","New York",93.55,1.75,112.85,0,0.152777777777778,0.361111111111111
"LosAlamos_NAU-CModel_Flu","North Carolina",16.9,1.36,25.28,0,0.208333333333333,0.666666666666667
"LosAlamos_NAU-CModel_Flu","North Dakota",2.69,1.44,3.69,0,0.652777777777778,0.944444444444444
"LosAlamos_NAU-CModel_Flu","Ohio",43.52,2.45,56.86,0,0.0555555555555556,0.333333333333333
"LosAlamos_NAU-CModel_Flu","Oklahoma",29.88,1.43,44.26,0,0.111111111111111,0.513888888888889
"LosAlamos_NAU-CModel_Flu","Oregon",6.35,1.09,9.67,0,0.263888888888889,0.736111111111111
"LosAlamos_NAU-CModel_Flu","Pennsylvania",63.1,2.04,79.78,0,0.125,0.402777777777778
"LosAlamos_NAU-CModel_Flu","Puerto Rico",17.79,1.02,21.6,1,0.152777777777778,0.5
"LosAlamos_NAU-CModel_Flu","Rhode Island",2.03,0.94,3.08,1,0.513888888888889,0.819444444444444
"LosAlamos_NAU-CModel_Flu","South Carolina",11.73,2.21,16.64,0,0.194444444444444,0.555555555555556
"LosAlamos_NAU-CModel_Flu","South Dakota",4.26,1.36,6.31,0,0.458333333333333,0.75
"LosAlamos_NAU-CModel_Flu","Tennessee",9.24,1.15,13.88,0,0.347222222222222,0.666666666666667
"LosAlamos_NAU-CModel_Flu","Texas",155.18,1.69,197.58,0,0.0138888888888889,0.361111111111111
"LosAlamos_NAU-CModel_Flu","Utah",3.32,0.99,4.72,1,0.472222222222222,0.847222222222222
"LosAlamos_NAU-CModel_Flu","Vermont",3.35,1.3,4.64,0,0.416666666666667,0.611111111111111
"LosAlamos_NAU-CModel_Flu","Virginia",9.34,1.34,14.44,0,0.208333333333333,0.833333333333333
"LosAlamos_NAU-CModel_Flu","Washington",11.59,1.1,15.97,0,0.291666666666667,0.666666666666667
"LosAlamos_NAU-CModel_Flu","West Virginia",10.46,1.14,15.79,0,0.291666666666667,0.625
"LosAlamos_NAU-CModel_Flu","Wisconsin",18.32,1.73,26.94,0,0.125,0.486111111111111
"LosAlamos_NAU-CModel_Flu","Wyoming",2.6,1.29,3.38,0,0.375,0.875
"MOBS-GLEAM_FLUH","Alabama",5.77,0.99,8.71,0,0.352941176470588,0.735294117647059
"MOBS-GLEAM_FLUH","Alaska",2.22,0.9,3.13,1,0.529411764705882,0.838235294117647
"MOBS-GLEAM_FLUH","Arizona",47.75,1.49,60.93,0,0.0882352941176471,0.308823529411765
"MOBS-GLEAM_FLUH","Arkansas",11.11,0.79,15.24,1,0.279411764705882,0.588235294117647
"MOBS-GLEAM_FLUH","California",70.77,1.16,83.96,0,0.0588235294117647,0.176470588235294
"MOBS-GLEAM_FLUH","Colorado",33.87,0.89,44.9,1,0.191176470588235,0.455882352941176
"MOBS-GLEAM_FLUH","Connecticut",12.42,0.88,16.21,1,0.235294117647059,0.588235294117647
"MOBS-GLEAM_FLUH","Delaware",5.92,1.06,7.46,0,0.367647058823529,0.573529411764706
"MOBS-GLEAM_FLUH","Florida",106.39,1.37,124.23,0,0.133333333333333,0.3
"MOBS-GLEAM_FLUH","Georgia",11.04,1.43,15.81,0,0.294117647058824,0.617647058823529
"MOBS-GLEAM_FLUH","Hawaii",2.29,0.94,3.37,1,0.411764705882353,0.779411764705882
"MOBS-GLEAM_FLUH","Idaho",4.21,1.25,5.81,0,0.382352941176471,0.794117647058823
"MOBS-GLEAM_FLUH","Illinois",24,0.99,31.03,0,0.308823529411765,0.602941176470588
"MOBS-GLEAM_FLUH","Indiana",21.22,1.1,28.5,0,0.0735294117647059,0.485294117647059
"MOBS-GLEAM_FLUH","Iowa",3.86,0.53,5.81,1,0.529411764705882,0.823529411764706
"MOBS-GLEAM_FLUH","Kansas",4.61,0.79,7.22,1,0.5,0.75
"MOBS-GLEAM_FLUH","Kentucky",13.34,0.73,18.25,1,0.176470588235294,0.5
"MOBS-GLEAM_FLUH","Louisiana",6.15,0.94,9,1,0.470588235294118,0.779411764705882
"MOBS-GLEAM_FLUH","Maine",6.14,0.85,8.6,1,0.294117647058824,0.617647058823529
"MOBS-GLEAM_FLUH","Maryland",8.96,1.01,12.4,0,0.323529411764706,0.705882352941177
"MOBS-GLEAM_FLUH","Massachusetts",36.91,0.93,45.24,1,0.147058823529412,0.397058823529412
"MOBS-GLEAM_FLUH","Michigan",32.37,1.07,41.84,0,0.264705882352941,0.529411764705882
"MOBS-GLEAM_FLUH","Minnesota",3.81,0.54,5.85,1,0.544117647058823,0.867647058823529
"MOBS-GLEAM_FLUH","Mississippi",6.14,1.19,9.07,0,0.323529411764706,0.691176470588235
"MOBS-GLEAM_FLUH","Missouri",9.82,0.88,14.6,1,0.279411764705882,0.720588235294118
"MOBS-GLEAM_FLUH","Montana",4.95,1.15,7.28,0,0.382352941176471,0.75
"MOBS-GLEAM_FLUH","Nebraska",6.44,0.72,8.91,1,0.323529411764706,0.647058823529412
"MOBS-GLEAM_FLUH","Nevada",23.14,1.02,29.6,0,0.176470588235294,0.338235294117647
"MOBS-GLEAM_FLUH","New Hampshire",5.21,1.02,7.29,0,0.338235294117647,0.529411764705882
"MOBS-GLEAM_FLUH","New Jersey",21.92,0.86,29.46,1,0.205882352941176,0.602941176470588
"MOBS-GLEAM_FLUH","New Mexico",11.77,0.87,15.76,1,0.323529411764706,0.632352941176471
"MOBS-GLEAM_FLUH","New York",51.63,0.92,63.82,1,0.176470588235294,0.455882352941176
"MOBS-GLEAM_FLUH","North Carolina",15.89,1.28,21.35,0,0.294117647058824,0.617647058823529
"MOBS-GLEAM_FLUH","North Dakota",1.26,0.66,1.99,1,0.529411764705882,0.897058823529412
"MOBS-GLEAM_FLUH","Ohio",16.58,0.9,20.31,1,0.485294117647059,0.705882352941177
"MOBS-GLEAM_FLUH","Oklahoma",23.76,1.08,29.31,0,0.235294117647059,0.382352941176471
"MOBS-GLEAM_FLUH","Oregon",6.87,1.18,9.93,0,0.294117647058824,0.691176470588235
"MOBS-GLEAM_FLUH","Pennsylvania",27.15,0.84,36.97,1,0.205882352941176,0.647058823529412
"MOBS-GLEAM_FLUH","Rhode Island",1.68,0.84,2.5,1,0.676470588235294,0.808823529411765
"MOBS-GLEAM_FLUH","South Carolina",7.3,1.41,10.47,0,0.323529411764706,0.720588235294118
"MOBS-GLEAM_FLUH","South Dakota",2.9,0.89,4.19,1,0.426470588235294,0.764705882352941
"MOBS-GLEAM_FLUH","Tennessee",6.93,0.83,10.01,1,0.338235294117647,0.75
"MOBS-GLEAM_FLUH","Texas",99.94,1.03,125.78,0,0.0882352941176471,0.25
"MOBS-GLEAM_FLUH","Utah",3.55,1.03,5.28,0,0.382352941176471,0.779411764705882
"MOBS-GLEAM_FLUH","Vermont",2.31,0.86,2.96,1,0.544117647058823,0.764705882352941
"MOBS-GLEAM_FLUH","Virginia",10.79,1.49,15.88,0,0.279411764705882,0.632352941176471
"MOBS-GLEAM_FLUH","Washington",8.79,0.84,13.38,1,0.191176470588235,0.676470588235294
"MOBS-GLEAM_FLUH","West Virginia",6.71,0.71,8.99,1,0.441176470588235,0.676470588235294
"MOBS-GLEAM_FLUH","Wisconsin",8.69,0.8,13.09,1,0.426470588235294,0.808823529411765
"MOBS-GLEAM_FLUH","Wyoming",1.77,0.89,2.62,1,0.544117647058823,0.852941176470588
"PSI-DICE","Alabama",4.29,0.76,7.01,1,0.569444444444444,0.944444444444444
"PSI-DICE","Alaska",2.86,1.11,4.01,0,0.597222222222222,0.861111111111111
"PSI-DICE","Arizona",38.05,1.04,52.61,0,0.236111111111111,0.569444444444444
"PSI-DICE","Arkansas",9.08,0.68,14.47,1,0.458333333333333,0.875
"PSI-DICE","California",54.93,0.84,74.61,1,0.277777777777778,0.652777777777778
"PSI-DICE","Colorado",33.14,0.9,44.71,1,0.263888888888889,0.625
"PSI-DICE","Connecticut",11.93,0.87,16.38,1,0.319444444444444,0.652777777777778
"PSI-DICE","Delaware",6.33,1.17,8.47,0,0.430555555555556,0.680555555555556
"PSI-DICE","District of Columbia",1.13,1.07,1.88,0,0.652777777777778,1
"PSI-DICE","Florida",83.45,0.82,115.89,1,0.277777777777778,0.791666666666667
"PSI-DICE","Georgia",8.56,1,13.36,0,0.486111111111111,0.902777777777778
"PSI-DICE","Hawaii",2.24,0.92,3.5,1,0.486111111111111,0.819444444444444
"PSI-DICE","Idaho",3.27,1,4.65,1,0.569444444444444,0.861111111111111
"PSI-DICE","Illinois",24.51,1.03,33.53,0,0.416666666666667,0.652777777777778
"PSI-DICE","Indiana",14.56,0.79,22.03,1,0.402777777777778,0.875
"PSI-DICE","Iowa",6.75,0.97,10.93,1,0.402777777777778,0.875
"PSI-DICE","Kansas",4.86,0.87,7.94,1,0.444444444444444,0.930555555555556
"PSI-DICE","Kentucky",12.57,0.7,17.72,1,0.375,0.736111111111111
"PSI-DICE","Louisiana",5.14,0.82,8.03,1,0.416666666666667,0.916666666666667
"PSI-DICE","Maine",5.85,0.83,8.64,1,0.375,0.736111111111111
"PSI-DICE","Maryland",9.15,1.03,13.65,0,0.319444444444444,0.791666666666667
"PSI-DICE","Massachusetts",31.21,0.81,43.24,1,0.277777777777778,0.652777777777778
"PSI-DICE","Michigan",23.61,0.77,35.18,1,0.347222222222222,0.791666666666667
"PSI-DICE","Minnesota",5.48,0.81,9.1,1,0.402777777777778,0.930555555555556
"PSI-DICE","Mississippi",5.07,0.99,8.25,1,0.430555555555556,0.944444444444444
"PSI-DICE","Missouri",8.11,0.74,13.28,1,0.597222222222222,0.972222222222222
"PSI-DICE","Montana",4.91,1.09,7.22,0,0.486111111111111,0.847222222222222
"PSI-DICE","Nebraska",6.27,0.74,9.67,1,0.486111111111111,0.916666666666667
"PSI-DICE","Nevada",17.68,0.79,24.92,1,0.25,0.611111111111111
"PSI-DICE","New Hampshire",4.84,0.96,7.06,1,0.458333333333333,0.819444444444444
"PSI-DICE","New Jersey",18.86,0.77,27.49,1,0.388888888888889,0.763888888888889
"PSI-DICE","New Mexico",12.06,0.87,17.79,1,0.305555555555556,0.722222222222222
"PSI-DICE","New York",35.46,0.66,49.06,1,0.472222222222222,0.763888888888889
"PSI-DICE","North Carolina",15.11,1.21,22.12,0,0.25,0.680555555555556
"PSI-DICE","North Dakota",1.2,0.64,1.99,1,0.638888888888889,1
"PSI-DICE","Ohio",17.58,0.98,25.56,1,0.319444444444444,0.833333333333333
"PSI-DICE","Oklahoma",15.34,0.73,23.18,1,0.527777777777778,0.847222222222222
"PSI-DICE","Oregon",8.28,1.42,12.15,0,0.222222222222222,0.569444444444444
"PSI-DICE","Pennsylvania",26.66,0.84,38.49,1,0.375,0.736111111111111
"PSI-DICE","Puerto Rico",13.71,0.76,21.04,1,0.375,0.819444444444444
"PSI-DICE","Rhode Island",2.19,1.02,3.22,0,0.583333333333333,0.805555555555556
"PSI-DICE","South Carolina",5.07,0.96,7.68,1,0.486111111111111,0.916666666666667
"PSI-DICE","South Dakota",2.85,0.91,4.46,1,0.527777777777778,0.902777777777778
"PSI-DICE","Tennessee",6.76,0.84,11.12,1,0.430555555555556,0.958333333333333
"PSI-DICE","Texas",57.83,0.63,77.83,1,0.5,0.861111111111111
"PSI-DICE","Utah",3.28,0.98,5.32,1,0.388888888888889,0.861111111111111
"PSI-DICE","Vermont",2.07,0.8,2.79,1,0.638888888888889,0.861111111111111
"PSI-DICE","Virginia",6.58,0.94,10.21,1,0.569444444444444,0.972222222222222
"PSI-DICE","Washington",9.95,0.92,15.47,1,0.305555555555556,0.777777777777778
"PSI-DICE","West Virginia",9.43,1.03,14.21,0,0.347222222222222,0.805555555555556
"PSI-DICE","Wisconsin",7.68,0.73,12.76,1,0.430555555555556,0.930555555555556
"PSI-DICE","Wyoming",1.64,0.8,2.72,1,0.625,0.958333333333333
"SGroup-RandomForest","Alabama",6.45,1.14,10.46,0,0.527777777777778,1
"SGroup-RandomForest","Alaska",1.97,0.8,2.83,1,0.680555555555556,0.888888888888889
"SGroup-RandomForest","Arizona",38.8,1.06,58.5,0,0.458333333333333,0.875
"SGroup-RandomForest","Arkansas",10.98,0.82,17.11,1,0.416666666666667,0.972222222222222
"SGroup-RandomForest","California",43.72,0.66,68.9,1,0.430555555555556,0.972222222222222
"SGroup-RandomForest","Colorado",41.83,1.14,63.03,0,0.208333333333333,0.833333333333333
"SGroup-RandomForest","Connecticut",14.69,1.08,23.33,0,0.319444444444444,0.916666666666667
"SGroup-RandomForest","Delaware",4.96,0.91,7.68,1,0.513888888888889,0.916666666666667
"SGroup-RandomForest","District of Columbia",1.36,1.29,2.06,0,0.666666666666667,0.986111111111111
"SGroup-RandomForest","Florida",60.55,0.6,97.54,1,0.305555555555556,1
"SGroup-RandomForest","Georgia",10.07,1.18,15.82,0,0.597222222222222,1
"SGroup-RandomForest","Hawaii",2.53,1.04,3.93,0,0.541666666666667,0.958333333333333
"SGroup-RandomForest","Idaho",3.87,1.19,5.85,0,0.583333333333333,0.930555555555556
"SGroup-RandomForest","Illinois",26.51,1.12,40.72,0,0.361111111111111,0.930555555555556
"SGroup-RandomForest","Indiana",19.96,1.07,30.96,0,0.486111111111111,0.944444444444444
"SGroup-RandomForest","Iowa",6.3,0.9,9.53,1,0.555555555555556,1
"SGroup-RandomForest","Kansas",5.11,0.91,7.69,1,0.486111111111111,0.972222222222222
"SGroup-RandomForest","Kentucky",15.13,0.85,21.71,1,0.291666666666667,0.902777777777778
"SGroup-RandomForest","Louisiana",6.86,1.09,10.97,0,0.5,0.986111111111111
"SGroup-RandomForest","Maine",7.06,0.96,10.97,1,0.402777777777778,0.916666666666667
"SGroup-RandomForest","Maryland",10.44,1.18,15.67,0,0.430555555555556,0.972222222222222
"SGroup-RandomForest","Massachusetts",41.56,1.08,64.9,0,0.277777777777778,0.861111111111111
"SGroup-RandomForest","Michigan",33.09,1.09,52.17,0,0.236111111111111,0.930555555555556
"SGroup-RandomForest","Minnesota",6.7,0.99,10.61,1,0.555555555555556,1
"SGroup-RandomForest","Mississippi",4.81,0.92,7.07,1,0.625,1
"SGroup-RandomForest","Missouri",10.57,0.96,14.53,1,0.527777777777778,0.986111111111111
"SGroup-RandomForest","Montana",5.79,1.29,8.86,0,0.416666666666667,0.902777777777778
"SGroup-RandomForest","Nebraska",6.31,0.74,10.56,1,0.472222222222222,0.944444444444444
"SGroup-RandomForest","Nevada",19.8,0.89,30.57,1,0.361111111111111,0.888888888888889
"SGroup-RandomForest","New Hampshire",6.28,1.27,10,0,0.458333333333333,0.944444444444444
"SGroup-RandomForest","New Jersey",25.52,1.03,37.96,0,0.402777777777778,0.930555555555556
"SGroup-RandomForest","New Mexico",14.1,1.01,22,0,0.291666666666667,0.847222222222222
"SGroup-RandomForest","New York",38.71,0.72,61.19,1,0.472222222222222,0.986111111111111
"SGroup-RandomForest","North Carolina",13.91,1.11,22.79,0,0.444444444444444,1
"SGroup-RandomForest","North Dakota",1.37,0.73,2.24,1,0.666666666666667,0.986111111111111
"SGroup-RandomForest","Ohio",21.83,1.23,33.97,0,0.375,1
"SGroup-RandomForest","Oklahoma",17.36,0.84,25.83,1,0.569444444444444,0.902777777777778
"SGroup-RandomForest","Oregon",6.47,1.1,10.86,0,0.416666666666667,1
"SGroup-RandomForest","Pennsylvania",34.63,1.09,53.35,0,0.388888888888889,0.916666666666667
"SGroup-RandomForest","Puerto Rico",13.64,0.77,19.86,1,0.361111111111111,0.888888888888889
"SGroup-RandomForest","Rhode Island",2.1,0.97,3.22,1,0.666666666666667,1
"SGroup-RandomForest","South Carolina",6.95,1.3,11.15,0,0.458333333333333,1
"SGroup-RandomForest","South Dakota",3.21,1.01,5.04,0,0.652777777777778,0.944444444444444
"SGroup-RandomForest","Tennessee",9.91,1.23,14.62,0,0.611111111111111,0.986111111111111
"SGroup-RandomForest","Texas",69.92,0.76,105.81,1,0.583333333333333,0.930555555555556
"SGroup-RandomForest","Utah",4.21,1.26,6.4,0,0.527777777777778,0.944444444444444
"SGroup-RandomForest","Vermont",2.37,0.92,3.4,1,0.569444444444444,0.888888888888889
"SGroup-RandomForest","Virginia",8.69,1.24,13.43,0,0.541666666666667,1
"SGroup-RandomForest","Washington",10.28,0.95,16,1,0.527777777777778,0.986111111111111
"SGroup-RandomForest","West Virginia",10.07,1.11,15.69,0,0.375,0.861111111111111
"SGroup-RandomForest","Wisconsin",12.23,1.16,18.81,0,0.375,0.972222222222222
"SGroup-RandomForest","Wyoming",1.97,0.97,3.11,1,0.555555555555556,0.972222222222222
"SGroup-SIkJalpha","Alabama",6.83,1.21,9.92,0,0.222222222222222,0.708333333333333
"SGroup-SIkJalpha","Alaska",7.1,2.43,10.68,0,0.277777777777778,0.486111111111111
"SGroup-SIkJalpha","Arizona",47.97,1.27,61.08,0,0.166666666666667,0.583333333333333
"SGroup-SIkJalpha","Arkansas",20.69,1.53,28.42,0,0.138888888888889,0.361111111111111
"SGroup-SIkJalpha","California",87.17,1.24,110.72,0,0.0833333333333333,0.416666666666667
"SGroup-SIkJalpha","Colorado",56.27,1.51,73.64,0,0.111111111111111,0.375
"SGroup-SIkJalpha","Connecticut",30.98,2.28,39.61,0,0.125,0.180555555555556
"SGroup-SIkJalpha","Delaware",18.46,3.44,23.25,0,0.333333333333333,0.444444444444444
"SGroup-SIkJalpha","District of Columbia",2.12,1.99,3.33,0,0.361111111111111,0.638888888888889
"SGroup-SIkJalpha","Florida",137.13,1.27,153.29,0,0.263888888888889,0.625
"SGroup-SIkJalpha","Georgia",13.58,1.59,20.17,0,0.333333333333333,0.791666666666667
