"","model","target_end_date","target","season","abs_WIS","log_WIS"
"431","GH-Flusight",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",40.0064381270903,1.60212988677989
"432","GH-Flusight",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",17.8028010033445,1.25048833739852
"433","GH-Flusight",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",40.3535785953177,1.6058820544307
"434","GH-Flusight",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",17.4992809364548,1.24302020344368
"435","GH-Flusight",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",42.9965384615385,1.63343349307806
"436","GH-Flusight",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",17.9187959866221,1.25330882486108
"437","GH-Flusight",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",38.9528177257525,1.59053887865774
"438","GH-Flusight",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",17.1314632107023,1.23379445795648
"439","GH-Flusight",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",41.7549665551839,1.62070814016036
"440","GH-Flusight",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",18.7065719063545,1.2719942076731
"441","GH-Flusight",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",43.6954264214047,1.6404359819614
"442","GH-Flusight",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",19.1751588628763,1.28273897069063
"443","GH-Flusight",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",43.9355267558528,1.64281583765179
"444","GH-Flusight",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",19.4484030100334,1.28888394538383
"445","GH-Flusight",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",42.8672658862876,1.63212578469177
"446","GH-Flusight",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",17.3584531772575,1.23951102230868
"447","GH-Flusight",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",46.0614046822742,1.66333717801507
"448","GH-Flusight",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",16.7661204013378,1.22443258060171
"449","GH-Flusight",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",47.94372909699,1.68073181074185
"450","GH-Flusight",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",17.4963461538462,1.24294736234886
"451","GH-Flusight",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",47.5311371237458,1.67697820437809
"452","GH-Flusight",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",17.1557190635451,1.23440892576061
"453","GH-Flusight",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",43.3304096989967,1.63679279540807
"454","GH-Flusight",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",39.2260953177258,1.59357507931577
"455","GH-Flusight",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",45.7702341137124,1.66058313383943
"456","GH-Flusight",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",46.2158528428094,1.66479097168634
"457","GT-FluFNP",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",5.11753043478261,0.709060434161869
"458","GT-FluFNP",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",8.34446956521739,0.921398734997198
"459","GT-FluFNP",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",8.56493913043478,0.932724280855502
"460","GT-FluFNP",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",16.3774086956522,1.21424518691118
"461","GT-FluFNP",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",26.1540782608696,1.417539418943
"462","GT-FluFNP",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",17.2046,1.23564457990306
"463","GT-FluFNP",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",32.4221913043478,1.51084236397411
"464","GT-FluFNP",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",11.6005913043478,1.0644801266123
"465","GT-FluFNP",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",31.0652608695652,1.4922750049389
"466","GT-FluFNP",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",16.386,1.21447295052338
"467","GT-FluFNP",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",28.9082434782609,1.46102170388532
"468","GT-FluFNP",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",9.95266956521739,0.997939585463462
"469","GT-FluFNP",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",36.2181478260869,1.55892623699191
"470","GT-FluFNP",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",11.3135913043478,1.05360048610031
"471","GT-FluFNP",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",28.977052173913,1.46205420274594
"472","GT-FluFNP",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",9.61462608695652,0.982932399179897
"473","GT-FluFNP",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",27.717947826087,1.44276107295281
"474","GT-FluFNP",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",11.0129565217391,1.04190392466757
"475","GT-FluFNP",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",27.2461217391304,1.43530469277182
"476","GT-FluFNP",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",11.0778173913043,1.04445420188283
"477","GT-FluFNP",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",25.9650260869565,1.4143887632652
"478","GT-FluFNP",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",16.1664608695652,1.2086149554013
"479","GT-FluFNP",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",22.8111391304348,1.35814697338315
"480","GT-FluFNP",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",12.9323913043478,1.11167883688817
"481","GT-FluFNP",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",23.1834695652174,1.36517843163924
"482","GT-FluFNP",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",11.3124,1.05355475312905
"483","GT-FluFNP",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",30.3671565217391,1.48240412794946
"484","GT-FluFNP",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",6.95226956521739,0.842126602971215
"485","GT-FluFNP",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",28.8464173913043,1.46009188321785
"486","GT-FluFNP",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",9.05110434782609,0.956701571791551
"487","GT-FluFNP",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",18.314852173913,1.26280341765997
"488","GT-FluFNP",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",7.19244347826087,0.856876457677294
"489","GT-FluFNP",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",11.2705043478261,1.0519433508799
"490","GT-FluFNP",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",6.79570434782609,0.832234476303435
"491","GT-FluFNP",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",8.93120869565217,0.950910237648908
"492","GT-FluFNP",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",7.70393913043478,0.886712842727495
"493","GT-FluFNP",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",10.0927565217391,1.0040097964336
"494","GT-FluFNP",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",33.6635652173913,1.52716010903273
"495","GT-FluFNP",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",43.3829043478261,1.63731862328933
"496","GT-FluFNP",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",42.9575391304348,1.63303939437017
"497","GT-FluFNP",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",121.612313043478,2.08497754875347
"498","GT-FluFNP",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",63.6268,1.80364008169467
"499","GT-FluFNP",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",154.225669565217,2.18815666439404
"500","GT-FluFNP",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",182.022273550725,2.2601245346241
"501","GT-FluFNP",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",293.250408695652,2.46723862605319
"502","GT-FluFNP",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",191.41552173913,2.2819771514781
"503","GT-FluFNP",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",370.540243478261,2.56883538254858
"504","GT-FluFNP",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",66.0034,1.81956630771166
"505","GT-FluFNP",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",314.055113043478,2.49700586842467
"506","GT-FluFNP",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",73.2989391304348,1.86509768905951
"507","GT-FluFNP",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",254.805869565217,2.40620942794284
"508","GT-FluFNP",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",52.8264206268959,1.7228511850831
"509","GT-FluFNP",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",164.146852173913,2.21523255872782
"510","GT-FluFNP",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",39.591435793731,1.5976012518403
"511","GT-FluFNP",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",94.936147826087,1.97743160560211
"512","GT-FluFNP",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",83.1714086956522,1.9199740573036
"513","GT-FluFNP",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",56.5499739130435,1.75243240891799
"514","GT-FluFNP",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",111.020313043478,2.04540244757577
"515","GT-FluFNP",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",39.4377654196158,1.59591229943795
"516","GT-FluFNP",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",25.3895304347826,1.40465466891356
"517","GT-FluFNP",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",45.2742871587462,1.65585162109631
"518","GT-FluFNP",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",15.8341437444543,1.19959458320442
"519","GT-FluFNP",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",111.080808695652,2.04563903286055
"520","GT-FluFNP",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",9.82017391304348,0.992119179111421
"521","GT-FluFNP",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",67.5873304347826,1.82986529301341
"522","GT-FluFNP",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",9.52305235137533,0.978776171797405
"523","GT-FluFNP",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",17.9240347826087,1.25343577801496
"524","GT-FluFNP",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",8.10347826086957,0.908671471379916
"525","GT-FluFNP",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",18.6211180124224,1.27000575248041
"526","GT-FluFNP",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",7.03731304347826,0.847406870344055
"527","GT-FluFNP",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",12.0611913043478,1.08139020592624
"528","GT-FluFNP",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",6.66697391304348,0.823928755794016
"529","GT-FluFNP",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",11.5291304347826,1.06179655260112
"530","GT-FluFNP",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",6.34619130434783,0.802513159660133
"531","GT-FluFNP",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",9.4735652173913,0.976513449209683
"532","GT-FluFNP",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",6.22002608695652,0.793792206137364
"533","GT-FluFNP",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",9.47429565217391,0.97654693307341
"534","GT-FluFNP",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",6.47979130434783,0.81156101870552
"535","GT-FluFNP",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",9.33844347826087,0.970274494523918
"536","GT-FluFNP",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",4.82545217391304,0.683538015593629
"537","GT-FluFNP",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",8.9306347826087,0.950882329301344
"538","GT-FluFNP",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",4.74002608695652,0.675780731840771
"539","GT-FluFNP",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",8.43870434782609,0.926275771532697
"540","GT-FluFNP",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",4.90207826086957,0.690380240411059
"541","GT-FluFNP",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",9.02173043478261,0.955289846433226
"542","GT-FluFNP",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",6.12099130434783,0.786821762528686
"543","GT-FluFNP",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",6.21021739130435,0.793106803105954
"544","GT-FluFNP",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",6.21637391304348,0.793537129262547
"545","IEM_Health-FluProject",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",7.90321070234114,0.897803560535235
"546","IEM_Health-FluProject",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",7.63986622073579,0.883085753849915
"547","IEM_Health-FluProject",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",8.4332525083612,0.925995104162764
"548","IEM_Health-FluProject",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",15.4540551839465,1.18904245870755
"549","IEM_Health-FluProject",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",25.5258193979933,1.40697969216209
"550","IEM_Health-FluProject",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",16.1916053511706,1.20928990993875
"551","IEM_Health-FluProject",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",23.570610367893,1.37237082885337
"552","IEM_Health-FluProject",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",13.8232692307692,1.14061076669781
"553","IEM_Health-FluProject",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",24.6621906354515,1.3920316504687
"554","IEM_Health-FluProject",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",45.737474916388,1.66027218431642
"555","IEM_Health-FluProject",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",27.757474916388,1.44337995602787
"556","IEM_Health-FluProject",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",15.1166889632107,1.17945667724485
"557","IEM_Health-FluProject",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",29.2128010033445,1.46557320031404
"558","IEM_Health-FluProject",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",13.2224080267559,1.12131055480909
"559","IEM_Health-FluProject",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",26.0710618729097,1.41615872031882
"560","IEM_Health-FluProject",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",10.4058193979933,1.01727628406861
"561","IEM_Health-FluProject",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",39.8428595317726,1.60035050029141
"562","IEM_Health-FluProject",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",13.2519816053512,1.12228082438016
"563","IEM_Health-FluProject",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",22.7554347826087,1.35708513788169
"564","IEM_Health-FluProject",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",13.4567474916388,1.12894010319206
"565","IEM_Health-FluProject",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",24.6149080267558,1.39119821737682
"566","IEM_Health-FluProject",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",11.2532692307692,1.05127870934748
"567","IEM_Health-FluProject",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",22.9658528428094,1.36108257768988
"568","IEM_Health-FluProject",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",11.5005016722408,1.0607167854609
"569","IEM_Health-FluProject",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",27.6144899665552,1.44113702631196
"570","IEM_Health-FluProject",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",8.93592809364548,0.951139665405379
"571","IEM_Health-FluProject",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",31.8709615384615,1.50339516622079
"572","IEM_Health-FluProject",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",8.86852006688963,0.947851153043912
"573","IEM_Health-FluProject",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",20.0289214046823,1.30165756234363
"574","IEM_Health-FluProject",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",9.37265886287625,0.971862810276392
"575","IEM_Health-FluProject",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",15.1703511705686,1.18099563416016
"576","IEM_Health-FluProject",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",6.64658862876254,0.822598800214335
"577","IEM_Health-FluProject",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",9.45163043478261,0.975506732080898
"578","IEM_Health-FluProject",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",12.2930267558528,1.08965882686733
"579","IEM_Health-FluProject",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",9.79622909698997,0.991058933087542
"580","IEM_Health-FluProject",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",5.36523411371237,0.729588677294532
"581","ISU_NiemiLab-Flu",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",37.6202591973244,1.57542178344137
"582","ISU_NiemiLab-Flu",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",52.7138879598662,1.72192504917351
"583","ISU_NiemiLab-Flu",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",131.528745819398,2.1190206789583
"584","ISU_NiemiLab-Flu",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",94.4591806020067,1.97524417391514
"585","ISU_NiemiLab-Flu",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",347.849130434783,2.54139092203075
"586","ISU_NiemiLab-Flu",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",203.528294314381,2.30862479297366
"587","ISU_NiemiLab-Flu",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",231.761596989967,2.36504147478088
"588","ISU_NiemiLab-Flu",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",90.6685367892977,1.95745660713325
"589","ISU_NiemiLab-Flu",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",174.592023411371,2.24202439820369
"590","ISU_NiemiLab-Flu",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",78.0664715719063,1.89246455067914
"591","ISU_NiemiLab-Flu",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",463.529423076923,2.66607730671003
"592","ISU_NiemiLab-Flu",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",70.2330602006689,1.8465415919434
"593","ISU_NiemiLab-Flu",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",670.318127090301,2.82628096396906
"594","ISU_NiemiLab-Flu",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",123.942224080268,2.09321928507751
"595","ISU_NiemiLab-Flu",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",287.665760869565,2.45888817349855
"596","ISU_NiemiLab-Flu",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",55.5465468227425,1.74465706521311
"597","ISU_NiemiLab-Flu",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",341.511872909699,2.53340580684488
"598","ISU_NiemiLab-Flu",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",27.5684615384615,1.44041253092263
"599","ISU_NiemiLab-Flu",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",272.92906354515,2.43604978508437
"600","ISU_NiemiLab-Flu",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",25.8949498327759,1.4132150739803
"601","ISU_NiemiLab-Flu",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",289.894255852843,2.46223961005617
"602","ISU_NiemiLab-Flu",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",17.4398913043478,1.24154377382653
"603","ISU_NiemiLab-Flu",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",96.7620735785953,1.98570516657381
"604","ISU_NiemiLab-Flu",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",13.5138963210702,1.13078058268428
"605","ISU_NiemiLab-Flu",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",41.3885284280936,1.61687998530581
"606","ISU_NiemiLab-Flu",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",12.7324331103679,1.10491140329515
"607","ISU_NiemiLab-Flu",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",46.9876337792642,1.67198357521058
"608","ISU_NiemiLab-Flu",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",12.2806688963211,1.08922202234829
"609","ISU_NiemiLab-Flu",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",23.279364548495,1.36697112130222
"610","ISU_NiemiLab-Flu",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",12.329381270903,1.09094128281026
"611","ISU_NiemiLab-Flu",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",23.4290719063545,1.36975508527079
"612","ISU_NiemiLab-Flu",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",13.244347826087,1.12203057777066
"613","ISU_NiemiLab-Flu",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",55.7332190635451,1.74611412795051
"614","ISU_NiemiLab-Flu",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",13.5529765886288,1.13203468812916
"615","ISU_NiemiLab-Flu",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",52.1369983277592,1.71714602400883
"616","ISU_NiemiLab-Flu",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",10.9686956521739,1.04015498630369
"617","ISU_NiemiLab-Flu",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",43.0938963210702,1.63441576246248
"618","ISU_NiemiLab-Flu",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",43.929347826087,1.64275475578901
"619","ISU_NiemiLab-Flu",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",46.1699414715719,1.66435932400773
"620","ISU_NiemiLab-Flu",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",50.176872909699,1.7005035920049
"621","JHU_IDD-CovidSP",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",24.1282693947144,1.3825261731612
"622","JHU_IDD-CovidSP",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",24.2382011935209,1.38450038609179
"623","JHU_IDD-CovidSP",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",38.724620630861,1.58798717184814
"624","JHU_IDD-CovidSP",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",74.2618743961353,1.87076590677575
"625","JHU_IDD-CovidSP",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",121.696044330776,2.08527646193396
"626","JHU_IDD-CovidSP",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",102.915029838022,2.01247880429655
"627","JHU_IDD-CovidSP",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",199.889181585678,2.30078928984206
"628","JHU_IDD-CovidSP",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",159.969249786871,2.20403650808498
"629","JHU_IDD-CovidSP",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",294.820647911338,2.46955789628313
"630","JHU_IDD-CovidSP",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",450.427075873828,2.65362448874641
"631","JHU_IDD-CovidSP",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",470.187400966184,2.67227098768945
"632","JHU_IDD-CovidSP",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",751.948866155158,2.87618830880747
"633","JHU_IDD-CovidSP",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",97.7326683716965,1.99003975637066
"634","JHU_IDD-CovidSP",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",1271.90694799659,3.10445533973234
"635","JHU_IDD-CovidSP",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",1631.31150895141,3.21253690015795
"636","JHU_IDD-CovidSP",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",53.3294373401535,1.72696700162108
"637","JHU_IDD-CovidSP",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",91.2901705029838,1.96042401821197
"638","JHU_IDD-CovidSP",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",237.327306052856,2.37534770950192
"639","JHU_IDD-CovidSP",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",62.981568627451,1.79921347303222
"640","JHU_IDD-CovidSP",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",17.3843904518329,1.24015946763669
"641","JHU_IDD-CovidSP",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",139.480238704177,2.14451268194898
"642","JHU_IDD-CovidSP",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",9.10569479965899,0.959313089740536
"643","JHU_IDD-CovidSP",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",113.097024722933,2.05345117996163
"644","JHU_IDD-CovidSP",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",7.91676044330776,0.898547503633208
"645","JHU_IDD-CovidSP",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",59.381210571185,1.77364904706647
"646","JHU_IDD-CovidSP",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",8.11206308610401,0.90913131943506
"647","JHU_IDD-CovidSP",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",21.4584910485934,1.33159917931166
"648","JHU_IDD-CovidSP",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",7.81433077578858,0.892891790694664
"649","JHU_IDD-CovidSP",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",8.20652173913044,0.914159124283633
"650","JHU_IDD-CovidSP",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",6.29439045183291,0.798953679444214
"651","JHU_IDD-CovidSP",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",10.3864364876385,1.01646656976968
"652","JHU_IDD-CovidSP",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",5.29731457800511,0.724055764031526
"653","JHU_IDD-CovidSP",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",11.1890963341858,1.04879501298732
"654","JHU_IDD-CovidSP",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",4.97417732310315,0.696721263256502
"655","JHU_IDD-CovidSP",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",9.00587382779199,0.95452585820791
"656","JHU_IDD-CovidSP",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",4.99798806479113,0.698795214695285
"657","JHU_IDD-CovidSP",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",6.88610400682012,0.837973577945614
"658","JHU_IDD-CovidSP",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",5.13548167092924,0.710581183515818
"659","JHU_IDD-CovidSP",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",6.67522591645354,0.82446596855479
"660","JHU_IDD-CovidSP",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",5.92485080988917,0.772677419111234
"661","JHU_IDD-CovidSP",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",4.51357203751066,0.654520378277695
"662","JHU_IDD-CovidSP",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",5.21785166240409,0.717491728440883
"663","JHU_IDD-CovidSP",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",5.35995737425405,0.729161335924139
"664","JHU_IDD-CovidSP",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",5.61786018755328,0.74957092665451
"665","LUcompUncertLab-TEVA",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",4.9208110367893,0.692036688087248
"666","LUcompUncertLab-TEVA",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",7.97331939799331,0.901639161560771
