"","model","target_end_date","target","season","abs_WIS","log_WIS"
"240","CU-ensemble",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",6.14707357859532,0.788668411524418
"241","CU-ensemble",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",10.7326672240803,1.03070766388146
"242","CU-ensemble",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",11.2566722408027,1.05141002097194
"243","CU-ensemble",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",12.2634615384615,1.08861307335246
"244","CU-ensemble",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",5.58288461538462,0.746858652134938
"245","CU-ensemble",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",12.3707274247492,1.09239523780746
"246","CU-ensemble",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",10.5685117056856,1.02401383276464
"247","Flusight-baseline",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",7.57610367892977,0.879445909353056
"248","Flusight-baseline",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",6.52774247491639,0.814763012791016
"249","Flusight-baseline",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",8.62560200668896,0.935789415520297
"250","Flusight-baseline",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",11.1531772575251,1.04739860450057
"251","Flusight-baseline",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",23.693754180602,1.37463387839883
"252","Flusight-baseline",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",13.3261454849498,1.1247045502623
"253","Flusight-baseline",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",18.4164297658863,1.26520544110192
"254","Flusight-baseline",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",12.6135953177258,1.10083889340077
"255","Flusight-baseline",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",21.850652173913,1.33946440383755
"256","Flusight-baseline",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",19.2316053511706,1.2840155383235
"257","Flusight-baseline",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",22.1271153846154,1.34492480054273
"258","Flusight-baseline",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",8.94569397993311,0.951614037465121
"259","Flusight-baseline",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",24.6917809364548,1.39255241528556
"260","Flusight-baseline",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",10.1661371237458,1.00715596329355
"261","Flusight-baseline",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",29.7382274247492,1.4733150784229
"262","Flusight-baseline",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",11.7028344481605,1.06829106141367
"263","Flusight-baseline",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",27.9835451505017,1.44690273309255
"264","Flusight-baseline",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",11.5643394648829,1.06312083166358
"265","Flusight-baseline",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",18.8628762541806,1.27560791565891
"266","Flusight-baseline",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",12.6699247491639,1.10277403547382
"267","Flusight-baseline",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",19.8373662207358,1.29748401097691
"268","Flusight-baseline",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",9.91829431438127,0.996436991353283
"269","Flusight-baseline",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",25.0161036789298,1.39821966816667
"270","Flusight-baseline",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",11.9915050167224,1.07887369347742
"271","Flusight-baseline",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",25.6728260869565,1.40947367881613
"272","Flusight-baseline",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",8.55096989966555,0.932015377673569
"273","Flusight-baseline",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",31.5877006688963,1.4995180139028
"274","Flusight-baseline",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",10.5463127090301,1.02310064446489
"275","Flusight-baseline",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",24.0076086956522,1.38034890383033
"276","Flusight-baseline",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",9.99874581939799,0.999945528212579
"277","Flusight-baseline",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",21.4902759197324,1.33224199155696
"278","Flusight-baseline",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",7.21439799331104,0.858200097163252
"279","Flusight-baseline",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",19.8920568561873,1.29867969187796
"280","Flusight-baseline",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",24.7798411371237,1.39409851779906
"281","Flusight-baseline",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",21.725618729097,1.33697215367335
"282","Flusight-baseline",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",14.8907274247492,1.17291591392666
"283","Flusight-baseline",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",10.0826839464883,1.00357615393442
"284","Flusight-baseline",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",30.5823494983278,1.48547084716403
"285","Flusight-baseline",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",35.2417224080268,1.54705712601758
"286","Flusight-baseline",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",40.7175501672241,1.60978164013267
"287","Flusight-baseline",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",118.090284280936,2.07221416808982
"288","Flusight-baseline",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",55.9721739130435,1.74797217487357
"289","Flusight-baseline",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",154.336254180602,2.18846795549385
"290","Flusight-baseline",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",150.804397993311,2.17841400729221
"291","Flusight-baseline",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",275.403503344482,2.43996946051604
"292","Flusight-baseline",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",134.252023411371,2.12792083999372
"293","Flusight-baseline",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",361.697441471572,2.55834543671653
"294","Flusight-baseline",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",78.4267224080267,1.89446406545187
"295","Flusight-baseline",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",281.308102006689,2.44918224054105
"296","Flusight-baseline",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",85.3728929765886,1.9313199983302
"297","Flusight-baseline",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",195.916287625418,2.29207054284414
"298","Flusight-baseline",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",53.5138461538462,1.72846616576334
"299","Flusight-baseline",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",141.238578595318,2.14995333823603
"300","Flusight-baseline",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",34.6401755852843,1.53958008471733
"301","Flusight-baseline",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",175.93131270903,2.24534314318962
"302","Flusight-baseline",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",107.821722408027,2.0327062652252
"303","Flusight-baseline",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",181.924197324415,2.25989046742833
"304","Flusight-baseline",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",98.8038795986622,1.99477399777803
"305","Flusight-baseline",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",228.761789297659,2.35938348479307
"306","Flusight-baseline",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",30.6008277591973,1.48573317440281
"307","Flusight-baseline",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",236.84360367893,2.37446166044056
"308","Flusight-baseline",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",16.5077591973244,1.21768812509295
"309","Flusight-baseline",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",266.112341137124,2.42506501571438
"310","Flusight-baseline",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",9.51876254180602,0.978580492901634
"311","Flusight-baseline",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",152.315342809365,2.1827436522647
"312","Flusight-baseline",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",7.66267558528428,0.884380439219311
"313","Flusight-baseline",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",49.1245735785953,1.69129879354599
"314","Flusight-baseline",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",8.06870401337793,0.90680378440763
"315","Flusight-baseline",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",26.4831772575251,1.42297008736261
"316","Flusight-baseline",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",5.77975752508361,0.761909619090587
"317","Flusight-baseline",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",16.6596906354515,1.22166693245109
"318","Flusight-baseline",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",5.51397157190635,0.741464522706275
"319","Flusight-baseline",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",15.4967809364548,1.19024149386537
"320","Flusight-baseline",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",4.90386287625418,0.690538317766731
"321","Flusight-baseline",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",14.5021153846154,1.16143135622519
"322","Flusight-baseline",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",5.08728260869565,0.706485864226184
"323","Flusight-baseline",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",12.1841806020067,1.08579632777658
"324","Flusight-baseline",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",5.25459030100334,0.720538859860001
"325","Flusight-baseline",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",11.4961872909699,1.06055383052389
"326","Flusight-baseline",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",4.71372073578595,0.673363849189624
"327","Flusight-baseline",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",11.3905100334448,1.05654317094051
"328","Flusight-baseline",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",5.39169732441472,0.731725504071391
"329","Flusight-baseline",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",10.850635451505,1.03545517274685
"330","Flusight-baseline",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",5.2508779264214,0.720231921829653
"331","Flusight-baseline",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",11.5666722408027,1.06320842936365
"332","Flusight-baseline",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",10.3999581939799,1.01703159351413
"333","Flusight-baseline",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",10.5770234113712,1.02436346562946
"334","Flusight-baseline",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",10.2213294314381,1.00950738573888
"335","Flusight-ensemble",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",4.7886872909699,0.680216477836019
"336","Flusight-ensemble",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",6.90161371237458,0.838950647902592
"337","Flusight-ensemble",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",7.00726588628762,0.845548596836622
"338","Flusight-ensemble",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",12.3138963210702,1.09039549265512
"339","Flusight-ensemble",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",22.358720735786,1.34944695157205
"340","Flusight-ensemble",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",9.3892474916388,0.972630786800218
"341","Flusight-ensemble",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",20.6983862876254,1.31593648779033
"342","Flusight-ensemble",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",10.4594899665552,1.01951050765638
"343","Flusight-ensemble",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",21.7839966555184,1.33813756165499
"344","Flusight-ensemble",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",10.8307023411371,1.03465662033632
"345","Flusight-ensemble",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",24.3156688963211,1.38588622101444
"346","Flusight-ensemble",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",9.54070234113712,0.97958034657546
"347","Flusight-ensemble",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",24.3709531772575,1.38687251529584
"348","Flusight-ensemble",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",10.1884949832776,1.00811003594648
"349","Flusight-ensemble",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",23.7188377926421,1.37509340507131
"350","Flusight-ensemble",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",8.83755016722408,0.94633189212736
"351","Flusight-ensemble",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",15.8053678929766,1.19880460913037
"352","Flusight-ensemble",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",9.69921404682274,0.986736543652101
"353","Flusight-ensemble",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",17.6069899665552,1.24568511674809
"354","Flusight-ensemble",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",10.2205016722408,1.00947221362048
"355","Flusight-ensemble",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",18.751856187291,1.27304426363698
"356","Flusight-ensemble",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",8.795,0.94423584379348
"357","Flusight-ensemble",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",20.5596739130435,1.31301622224498
"358","Flusight-ensemble",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",8.85480769230769,0.947179133671039
"359","Flusight-ensemble",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",20.3360451505017,1.30826649744046
"360","Flusight-ensemble",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",6.22316053511706,0.794011004361656
"361","Flusight-ensemble",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",26.3651923076923,1.42103094342265
"362","Flusight-ensemble",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",8.39520066889632,0.924031081457128
"363","Flusight-ensemble",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",18.5486622073579,1.26831259228456
"364","Flusight-ensemble",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",7.7560033444816,0.889637987679694
"365","Flusight-ensemble",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",16.4788712374582,1.2169274602657
"366","Flusight-ensemble",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",4.45992474916388,0.649327531066718
"367","Flusight-ensemble",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",14.1161204013378,1.14971535395356
"368","Flusight-ensemble",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",16.9363628762542,1.22882015024674
"369","Flusight-ensemble",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",12.4866973244147,1.09644758461489
"370","Flusight-ensemble",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",6.80150501672241,0.832605022726352
"371","Flusight-ensemble",2022-10-22,"1 wk ahead inc flu hosp","2022-2023",8.59315217391304,0.934152502669418
"372","Flusight-ensemble",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",30.7059448160535,1.48722246508199
"373","Flusight-ensemble",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",27.390610367893,1.43760171010918
"374","Flusight-ensemble",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",30.4371488294314,1.48340396788701
"375","Flusight-ensemble",2022-11-12,"4 wk ahead inc flu hosp","2022-2023",113.53152173913,2.05511645903338
"376","Flusight-ensemble",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",45.3305602006689,1.65639108615677
"377","Flusight-ensemble",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",148.489540133779,2.17169586225812
"378","Flusight-ensemble",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",119.705058528428,2.07811250332674
"379","Flusight-ensemble",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",240.950760869565,2.38192830204595
"380","Flusight-ensemble",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",79.1733361204013,1.89857894515641
"381","Flusight-ensemble",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",308.322725752508,2.48900553674457
"382","Flusight-ensemble",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",108.092282608696,2.03379468803192
"383","Flusight-ensemble",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",217.320785953177,2.33710126701561
"384","Flusight-ensemble",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",61.1545401337793,1.78642870473868
"385","Flusight-ensemble",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",153.605317725752,2.18640625097527
"386","Flusight-ensemble",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",41.1922826086956,1.61481585840201
"387","Flusight-ensemble",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",132.38279264214,2.12183153837992
"388","Flusight-ensemble",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",31.7510284280936,1.50175779682209
"389","Flusight-ensemble",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",245.837316053512,2.39064780583312
"390","Flusight-ensemble",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",76.7118311036789,1.88486234943525
"391","Flusight-ensemble",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",109.855510033445,2.04082184475318
"392","Flusight-ensemble",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",73.1190802675585,1.8640307199627
"393","Flusight-ensemble",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",134.99631270903,2.13032190633211
"394","Flusight-ensemble",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",17.6966638795987,1.24789140222396
"395","Flusight-ensemble",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",109.7275,2.04031548447109
"396","Flusight-ensemble",2023-01-28,"1 wk ahead inc flu hosp","2022-2023",10.0003511705686,1.00001525087623
"397","Flusight-ensemble",2023-01-28,"4 wk ahead inc flu hosp","2022-2023",161.234607023411,2.2074582634382
"398","Flusight-ensemble",2023-02-04,"1 wk ahead inc flu hosp","2022-2023",8.19795986622074,0.91370578786173
"399","Flusight-ensemble",2023-02-04,"4 wk ahead inc flu hosp","2022-2023",75.5167224080268,1.87804313236261
"400","Flusight-ensemble",2023-02-11,"1 wk ahead inc flu hosp","2022-2023",7.11385451505017,0.852104979213975
"401","Flusight-ensemble",2023-02-11,"4 wk ahead inc flu hosp","2022-2023",16.6371237458194,1.22107824687719
"402","Flusight-ensemble",2023-02-18,"1 wk ahead inc flu hosp","2022-2023",6.94756688963211,0.841832736760425
"403","Flusight-ensemble",2023-02-18,"4 wk ahead inc flu hosp","2022-2023",10.778127090301,1.0325433002742
"404","Flusight-ensemble",2023-02-25,"1 wk ahead inc flu hosp","2022-2023",5.73946488294314,0.758871402987099
"405","Flusight-ensemble",2023-02-25,"4 wk ahead inc flu hosp","2022-2023",8.91778428093646,0.950256962661262
"406","Flusight-ensemble",2023-03-04,"1 wk ahead inc flu hosp","2022-2023",4.77315217391304,0.678805280424745
"407","Flusight-ensemble",2023-03-04,"4 wk ahead inc flu hosp","2022-2023",9.25005016722408,0.966144088121682
"408","Flusight-ensemble",2023-03-11,"1 wk ahead inc flu hosp","2022-2023",4.40678929765886,0.644122286032574
"409","Flusight-ensemble",2023-03-11,"4 wk ahead inc flu hosp","2022-2023",8.21771739130435,0.91475120172173
"410","Flusight-ensemble",2023-03-18,"1 wk ahead inc flu hosp","2022-2023",4.68926421404682,0.671104703515101
"411","Flusight-ensemble",2023-03-18,"4 wk ahead inc flu hosp","2022-2023",6.97141304347826,0.84332081465291
"412","Flusight-ensemble",2023-03-25,"1 wk ahead inc flu hosp","2022-2023",4.20086120401338,0.623338332733687
"413","Flusight-ensemble",2023-03-25,"4 wk ahead inc flu hosp","2022-2023",6.47022575250836,0.810919433892538
"414","Flusight-ensemble",2023-04-01,"1 wk ahead inc flu hosp","2022-2023",3.7977508361204,0.579526468024044
"415","Flusight-ensemble",2023-04-01,"4 wk ahead inc flu hosp","2022-2023",6.159372909699,0.789536498573423
"416","Flusight-ensemble",2023-04-08,"1 wk ahead inc flu hosp","2022-2023",3.99564381270903,0.601586766573557
"417","Flusight-ensemble",2023-04-08,"4 wk ahead inc flu hosp","2022-2023",5.11989130434783,0.709260740971332
"418","Flusight-ensemble",2023-04-15,"1 wk ahead inc flu hosp","2022-2023",3.73545150501672,0.572343102613625
"419","Flusight-ensemble",2023-04-15,"4 wk ahead inc flu hosp","2022-2023",5.61763377926421,0.749553423575268
"420","Flusight-ensemble",2023-04-22,"4 wk ahead inc flu hosp","2022-2023",4.78044314381271,0.679468157279913
"421","Flusight-ensemble",2023-04-29,"4 wk ahead inc flu hosp","2022-2023",4.39994147157191,0.643446899499275
"422","Flusight-ensemble",2023-05-06,"4 wk ahead inc flu hosp","2022-2023",4.37346153846154,0.640825311561663
"423","GH-Flusight",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",10.0445568561873,1.00193078138712
