"model","target_end_date","target","season","coverage95","model_color"
"LUcompUncertLab-TEVA",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-TEVA",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-TEVA",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-TEVA",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-TEVA",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"LUcompUncertLab-TEVA",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-TEVA",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.673076923076923,"#abbfcb"
"LUcompUncertLab-TEVA",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-TEVA",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-TEVA",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.980769230769231,"#abbfcb"
"LUcompUncertLab-TEVA",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-TEVA",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LUcompUncertLab-TEVA",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.865384615384615,"#abbfcb"
"LUcompUncertLab-TEVA",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-TEVA",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.865384615384615,"#abbfcb"
"LUcompUncertLab-TEVA",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-TEVA",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.942307692307692,"#abbfcb"
"LUcompUncertLab-TEVA",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.980769230769231,"#abbfcb"
"LUcompUncertLab-TEVA",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.865384615384615,"#abbfcb"
"LUcompUncertLab-TEVA",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-TEVA",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LUcompUncertLab-TEVA",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.903846153846154,"#abbfcb"
"LUcompUncertLab-TEVA",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-TEVA",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-TEVA",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.980769230769231,"#abbfcb"
"LUcompUncertLab-VAR2",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LUcompUncertLab-VAR2",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-VAR2",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.615384615384615,"#abbfcb"
"LUcompUncertLab-VAR2",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-VAR2",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.730769230769231,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.634615384615385,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.326923076923077,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.538461538461538,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.673076923076923,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.538461538461538,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.576923076923077,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.557692307692308,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.461538461538462,"#abbfcb"
"LUcompUncertLab-VAR2",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.730769230769231,"#abbfcb"
"LUcompUncertLab-VAR2",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.634615384615385,"#abbfcb"
"LUcompUncertLab-VAR2",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.634615384615385,"#abbfcb"
"LUcompUncertLab-VAR2",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.596153846153846,"#abbfcb"
"LUcompUncertLab-VAR2",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.653846153846154,"#abbfcb"
"LUcompUncertLab-VAR2",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"LUcompUncertLab-VAR2",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-VAR2",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-VAR2",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",0.942307692307692,"#abbfcb"
"LUcompUncertLab-VAR2",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-VAR2",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-VAR2",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.961538461538462,"#abbfcb"
"LUcompUncertLab-VAR2",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",1,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.865384615384615,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.942307692307692,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.730769230769231,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.903846153846154,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.961538461538462,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.903846153846154,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.884615384615385,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-VAR2K",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.980769230769231,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.961538461538462,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.596153846153846,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.730769230769231,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.634615384615385,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.730769230769231,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.634615384615385,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.730769230769231,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.615384615384615,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.634615384615385,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.596153846153846,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.653846153846154,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2K_plusCOVID",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.961538461538462,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.615384615384615,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.576923076923077,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.538461538461538,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.557692307692308,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.596153846153846,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.615384615384615,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.538461538461538,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.653846153846154,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.75,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.615384615384615,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.769230769230769,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.730769230769231,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.807692307692308,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.788461538461538,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.865384615384615,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.846153846153846,"#abbfcb"
"LUcompUncertLab-VAR2_plusCOVID",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-02-26,"1 wk ahead inc flu hosp","2021-2022",0.923076923076923,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-03-05,"1 wk ahead inc flu hosp","2021-2022",0.865384615384615,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-03-12,"1 wk ahead inc flu hosp","2021-2022",0.826923076923077,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-03-19,"1 wk ahead inc flu hosp","2021-2022",0.634615384615385,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-03-19,"4 wk ahead inc flu hosp","2021-2022",0.615384615384615,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-03-26,"1 wk ahead inc flu hosp","2021-2022",0.576923076923077,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-03-26,"4 wk ahead inc flu hosp","2021-2022",0.5,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-02,"1 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-02,"4 wk ahead inc flu hosp","2021-2022",0.538461538461538,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-09,"1 wk ahead inc flu hosp","2021-2022",0.519230769230769,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-09,"4 wk ahead inc flu hosp","2021-2022",0.480769230769231,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-16,"1 wk ahead inc flu hosp","2021-2022",0.557692307692308,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-16,"4 wk ahead inc flu hosp","2021-2022",0.461538461538462,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-23,"1 wk ahead inc flu hosp","2021-2022",0.557692307692308,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-23,"4 wk ahead inc flu hosp","2021-2022",0.442307692307692,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-30,"1 wk ahead inc flu hosp","2021-2022",0.673076923076923,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-04-30,"4 wk ahead inc flu hosp","2021-2022",0.423076923076923,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-05-07,"1 wk ahead inc flu hosp","2021-2022",0.519230769230769,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-05-07,"4 wk ahead inc flu hosp","2021-2022",0.538461538461538,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-05-14,"1 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-05-14,"4 wk ahead inc flu hosp","2021-2022",0.442307692307692,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-05-21,"1 wk ahead inc flu hosp","2021-2022",0.461538461538462,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-05-21,"4 wk ahead inc flu hosp","2021-2022",0.538461538461538,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-05-28,"1 wk ahead inc flu hosp","2021-2022",0.653846153846154,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-05-28,"4 wk ahead inc flu hosp","2021-2022",0.442307692307692,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-06-04,"1 wk ahead inc flu hosp","2021-2022",0.576923076923077,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-06-04,"4 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-06-11,"1 wk ahead inc flu hosp","2021-2022",0.730769230769231,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-06-11,"4 wk ahead inc flu hosp","2021-2022",0.557692307692308,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-06-18,"1 wk ahead inc flu hosp","2021-2022",0.576923076923077,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-06-18,"4 wk ahead inc flu hosp","2021-2022",0.5,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-06-25,"1 wk ahead inc flu hosp","2021-2022",0.692307692307692,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-06-25,"4 wk ahead inc flu hosp","2021-2022",0.576923076923077,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-07-02,"4 wk ahead inc flu hosp","2021-2022",0.576923076923077,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-07-09,"4 wk ahead inc flu hosp","2021-2022",0.673076923076923,"#abbfcb"
"LosAlamos_NAU-CModel_Flu",2022-07-16,"4 wk ahead inc flu hosp","2021-2022",0.711538461538462,"#abbfcb"
"MIGHTE-Nsemble",2022-10-29,"1 wk ahead inc flu hosp","2022-2023",0.673076923076923,"#abbfcb"
"MIGHTE-Nsemble",2022-11-05,"1 wk ahead inc flu hosp","2022-2023",0.653846153846154,"#abbfcb"
"MIGHTE-Nsemble",2022-11-12,"1 wk ahead inc flu hosp","2022-2023",0.903846153846154,"#abbfcb"
"MIGHTE-Nsemble",2022-11-19,"1 wk ahead inc flu hosp","2022-2023",0.807692307692308,"#abbfcb"
"MIGHTE-Nsemble",2022-11-19,"4 wk ahead inc flu hosp","2022-2023",0.153846153846154,"#abbfcb"
"MIGHTE-Nsemble",2022-11-26,"1 wk ahead inc flu hosp","2022-2023",0.442307692307692,"#abbfcb"
"MIGHTE-Nsemble",2022-11-26,"4 wk ahead inc flu hosp","2022-2023",0.115384615384615,"#abbfcb"
"MIGHTE-Nsemble",2022-12-03,"1 wk ahead inc flu hosp","2022-2023",0.76,"#abbfcb"
"MIGHTE-Nsemble",2022-12-03,"4 wk ahead inc flu hosp","2022-2023",0.326923076923077,"#abbfcb"
"MIGHTE-Nsemble",2022-12-10,"1 wk ahead inc flu hosp","2022-2023",0.615384615384615,"#abbfcb"
"MIGHTE-Nsemble",2022-12-10,"4 wk ahead inc flu hosp","2022-2023",0.442307692307692,"#abbfcb"
"MIGHTE-Nsemble",2022-12-17,"1 wk ahead inc flu hosp","2022-2023",0.826923076923077,"#abbfcb"
"MIGHTE-Nsemble",2022-12-17,"4 wk ahead inc flu hosp","2022-2023",0.538461538461538,"#abbfcb"
"MIGHTE-Nsemble",2022-12-24,"1 wk ahead inc flu hosp","2022-2023",0.865384615384615,"#abbfcb"
"MIGHTE-Nsemble",2022-12-24,"4 wk ahead inc flu hosp","2022-2023",0.76,"#abbfcb"
"MIGHTE-Nsemble",2022-12-31,"1 wk ahead inc flu hosp","2022-2023",0.923076923076923,"#abbfcb"
"MIGHTE-Nsemble",2022-12-31,"4 wk ahead inc flu hosp","2022-2023",0.673076923076923,"#abbfcb"
"MIGHTE-Nsemble",2023-01-07,"1 wk ahead inc flu hosp","2022-2023",0.519230769230769,"#abbfcb"
"MIGHTE-Nsemble",2023-01-07,"4 wk ahead inc flu hosp","2022-2023",0.730769230769231,"#abbfcb"
"MIGHTE-Nsemble",2023-01-14,"1 wk ahead inc flu hosp","2022-2023",0.538461538461538,"#abbfcb"
"MIGHTE-Nsemble",2023-01-14,"4 wk ahead inc flu hosp","2022-2023",0.557692307692308,"#abbfcb"
"MIGHTE-Nsemble",2023-01-21,"1 wk ahead inc flu hosp","2022-2023",0.865384615384615,"#abbfcb"
"MIGHTE-Nsemble",2023-01-21,"4 wk ahead inc flu hosp","2022-2023",0.423076923076923,"#abbfcb"
