"model","location_name","wis","rel_wis","mae","below","Percent.Cov.50","Percent.Cov.95","season","modelorder"
"LosAlamos_NAU-CModel_Flu","South Dakota",0.45,1.11,0.71,0,0.458333333333333,0.75,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"LosAlamos_NAU-CModel_Flu","Tennessee",0.35,1.31,0.52,0,0.347222222222222,0.666666666666667,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"LosAlamos_NAU-CModel_Flu","Texas",0.82,2.6,1.18,0,0.0138888888888889,0.361111111111111,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"LosAlamos_NAU-CModel_Flu","Utah",0.36,0.85,0.53,1,0.472222222222222,0.847222222222222,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"LosAlamos_NAU-CModel_Flu","Vermont",0.69,1.09,0.99,0,0.416666666666667,0.611111111111111,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"LosAlamos_NAU-CModel_Flu","Virginia",0.24,1.67,0.38,0,0.208333333333333,0.833333333333333,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"LosAlamos_NAU-CModel_Flu","Washington",0.35,1.19,0.49,0,0.291666666666667,0.666666666666667,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"LosAlamos_NAU-CModel_Flu","West Virginia",0.52,1.18,0.74,0,0.291666666666667,0.625,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"LosAlamos_NAU-CModel_Flu","Wisconsin",0.72,1.93,1.09,0,0.125,0.486111111111111,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"LosAlamos_NAU-CModel_Flu","Wyoming",0.44,1.05,0.62,0,0.375,0.875,"2021-2022","LosAlamos_NAU-CModel_Flu 2021-2022"
"MOBS-GLEAM_FLUH","Alabama",0.35,1,0.53,0,0.352941176470588,0.735294117647059,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Alaska",0.52,1.07,0.84,0,0.529411764705882,0.838235294117647,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Arizona",0.47,1.4,0.62,0,0.0882352941176471,0.308823529411765,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Arkansas",0.43,1.14,0.6,0,0.279411764705882,0.588235294117647,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","California",0.5,1.38,0.62,0,0.0588235294117647,0.176470588235294,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Colorado",0.46,0.97,0.6,1,0.191176470588235,0.455882352941176,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Connecticut",0.61,1.06,0.79,0,0.235294117647059,0.588235294117647,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Delaware",0.58,1.1,0.79,0,0.367647058823529,0.573529411764706,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Florida",0.46,1.42,0.58,0,0.133333333333333,0.3,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Georgia",0.31,1.56,0.46,0,0.294117647058824,0.617647058823529,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Hawaii",0.51,1.03,0.74,0,0.411764705882353,0.779411764705882,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Idaho",0.47,1.4,0.66,0,0.382352941176471,0.794117647058823,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Illinois",0.46,1.01,0.59,0,0.308823529411765,0.602941176470588,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Indiana",0.47,1.29,0.66,0,0.0735294117647059,0.485294117647059,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Iowa",0.3,0.89,0.43,1,0.529411764705882,0.823529411764706,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Kansas",0.32,0.85,0.51,1,0.5,0.75,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Kentucky",0.35,0.82,0.48,1,0.176470588235294,0.5,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Louisiana",0.35,1.1,0.48,0,0.470588235294118,0.779411764705882,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Maine",0.56,0.95,0.81,1,0.294117647058824,0.617647058823529,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Maryland",0.35,1.15,0.49,0,0.323529411764706,0.705882352941177,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Massachusetts",0.52,1,0.64,1,0.147058823529412,0.397058823529412,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Michigan",0.34,0.9,0.46,1,0.264705882352941,0.529411764705882,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Minnesota",0.24,0.56,0.37,1,0.544117647058823,0.867647058823529,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Mississippi",0.33,1.46,0.49,0,0.323529411764706,0.691176470588235,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Missouri",0.31,1.18,0.44,0,0.279411764705882,0.720588235294118,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Montana",0.42,1.16,0.64,0,0.382352941176471,0.75,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Nebraska",0.45,0.99,0.66,0,0.323529411764706,0.647058823529412,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Nevada",0.56,1.12,0.72,0,0.176470588235294,0.338235294117647,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","New Hampshire",0.4,0.95,0.56,1,0.338235294117647,0.529411764705882,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","New Jersey",0.34,0.94,0.46,1,0.205882352941176,0.602941176470588,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","New Mexico",0.54,0.97,0.71,1,0.323529411764706,0.632352941176471,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","New York",0.47,1.08,0.58,0,0.176470588235294,0.455882352941176,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","North Carolina",0.52,1.31,0.72,0,0.294117647058824,0.617647058823529,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","North Dakota",0.39,0.89,0.63,1,0.529411764705882,0.897058823529412,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Ohio",0.26,0.72,0.33,1,0.485294117647059,0.705882352941177,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Oklahoma",0.57,1.62,0.71,0,0.235294117647059,0.382352941176471,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Oregon",0.54,1.3,0.76,0,0.294117647058824,0.691176470588235,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Pennsylvania",0.28,0.97,0.39,1,0.205882352941176,0.647058823529412,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Rhode Island",0.39,0.94,0.66,1,0.676470588235294,0.808823529411765,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","South Carolina",0.29,1.47,0.43,0,0.323529411764706,0.720588235294118,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","South Dakota",0.46,1.1,0.7,0,0.426470588235294,0.764705882352941,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Tennessee",0.3,1.08,0.42,0,0.338235294117647,0.75,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Texas",0.57,1.72,0.71,0,0.0882352941176471,0.25,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Utah",0.45,1.05,0.68,0,0.382352941176471,0.779411764705882,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Vermont",0.59,0.92,0.79,1,0.544117647058823,0.764705882352941,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Virginia",0.29,1.93,0.44,0,0.279411764705882,0.632352941176471,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Washington",0.32,1.08,0.48,0,0.191176470588235,0.676470588235294,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","West Virginia",0.34,0.77,0.47,1,0.441176470588235,0.676470588235294,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Wisconsin",0.25,0.68,0.38,1,0.426470588235294,0.808823529411765,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"MOBS-GLEAM_FLUH","Wyoming",0.41,1,0.59,1,0.544117647058823,0.852941176470588,"2021-2022","MOBS-GLEAM_FLUH 2021-2022"
"PSI-DICE","Alabama",0.2,0.57,0.32,1,0.569444444444444,0.944444444444444,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Alaska",0.51,1.04,0.78,0,0.597222222222222,0.861111111111111,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Arizona",0.36,0.95,0.48,1,0.236111111111111,0.569444444444444,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Arkansas",0.26,0.73,0.42,1,0.458333333333333,0.875,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","California",0.32,0.88,0.45,1,0.277777777777778,0.652777777777778,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Colorado",0.39,0.81,0.52,1,0.263888888888889,0.625,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Connecticut",0.46,0.79,0.63,1,0.319444444444444,0.652777777777778,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Delaware",0.59,1.12,0.8,0,0.430555555555556,0.680555555555556,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","District of Columbia",0.34,1.09,0.56,0,0.652777777777778,1,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Florida",0.29,0.8,0.42,1,0.277777777777778,0.791666666666667,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Georgia",0.19,0.91,0.3,1,0.486111111111111,0.902777777777778,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Hawaii",0.44,0.91,0.72,1,0.486111111111111,0.819444444444444,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Idaho",0.34,1.04,0.48,0,0.569444444444444,0.861111111111111,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Illinois",0.41,0.89,0.53,1,0.416666666666667,0.652777777777778,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Indiana",0.22,0.62,0.34,1,0.402777777777778,0.875,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Iowa",0.37,1.1,0.58,0,0.402777777777778,0.875,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Kansas",0.33,0.9,0.53,1,0.444444444444444,0.930555555555556,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Kentucky",0.32,0.74,0.46,1,0.375,0.736111111111111,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Louisiana",0.23,0.73,0.35,1,0.416666666666667,0.916666666666667,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Maine",0.47,0.8,0.7,1,0.375,0.736111111111111,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Maryland",0.29,0.9,0.43,1,0.319444444444444,0.791666666666667,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Massachusetts",0.45,0.83,0.61,1,0.277777777777778,0.652777777777778,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Michigan",0.27,0.67,0.39,1,0.347222222222222,0.791666666666667,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Minnesota",0.37,0.85,0.6,1,0.402777777777778,0.930555555555556,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Mississippi",0.21,0.93,0.33,1,0.430555555555556,0.944444444444444,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Missouri",0.16,0.6,0.25,1,0.597222222222222,0.972222222222222,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Montana",0.44,1.08,0.61,0,0.486111111111111,0.847222222222222,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Nebraska",0.33,0.73,0.49,1,0.486111111111111,0.916666666666667,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Nevada",0.36,0.74,0.5,1,0.25,0.611111111111111,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","New Hampshire",0.41,0.97,0.61,1,0.458333333333333,0.819444444444444,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","New Jersey",0.25,0.69,0.38,1,0.388888888888889,0.763888888888889,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","New Mexico",0.47,0.83,0.69,1,0.305555555555556,0.722222222222222,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","New York",0.24,0.57,0.34,1,0.472222222222222,0.763888888888889,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","North Carolina",0.36,0.9,0.52,1,0.25,0.680555555555556,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","North Dakota",0.36,0.81,0.58,1,0.638888888888889,1,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Ohio",0.28,0.78,0.42,1,0.319444444444444,0.833333333333333,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Oklahoma",0.21,0.62,0.33,1,0.527777777777778,0.847222222222222,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Oregon",0.57,1.37,0.8,0,0.222222222222222,0.569444444444444,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Pennsylvania",0.23,0.79,0.33,1,0.375,0.736111111111111,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Puerto Rico",0.35,0.7,0.54,1,0.375,0.819444444444444,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Rhode Island",0.44,0.97,0.61,1,0.583333333333333,0.805555555555556,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","South Carolina",0.18,0.9,0.28,1,0.486111111111111,0.916666666666667,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","South Dakota",0.36,0.88,0.58,1,0.527777777777778,0.902777777777778,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Tennessee",0.2,0.75,0.32,1,0.430555555555556,0.958333333333333,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Texas",0.17,0.54,0.24,1,0.5,0.861111111111111,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Utah",0.41,0.95,0.64,1,0.388888888888889,0.861111111111111,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Vermont",0.48,0.76,0.74,1,0.638888888888889,0.861111111111111,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Virginia",0.15,1,0.22,0,0.569444444444444,0.972222222222222,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Washington",0.29,0.98,0.43,1,0.305555555555556,0.777777777777778,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","West Virginia",0.38,0.88,0.59,1,0.347222222222222,0.805555555555556,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Wisconsin",0.25,0.67,0.4,1,0.430555555555556,0.930555555555556,"2021-2022","PSI-DICE 2021-2022"
"PSI-DICE","Wyoming",0.35,0.83,0.55,1,0.625,0.958333333333333,"2021-2022","PSI-DICE 2021-2022"
"SGroup-RandomForest","Alabama",0.28,0.81,0.44,1,0.527777777777778,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Alaska",0.44,0.9,0.7,1,0.680555555555556,0.888888888888889,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Arizona",0.41,1.09,0.62,0,0.458333333333333,0.875,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Arkansas",0.31,0.87,0.48,1,0.416666666666667,0.972222222222222,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","California",0.29,0.79,0.41,1,0.430555555555556,0.972222222222222,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Colorado",0.53,1.1,0.81,0,0.208333333333333,0.833333333333333,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Connecticut",0.57,0.98,0.91,1,0.319444444444444,0.916666666666667,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Delaware",0.5,0.95,0.79,1,0.513888888888889,0.916666666666667,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","District of Columbia",0.39,1.23,0.63,0,0.666666666666667,0.986111111111111,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Florida",0.25,0.69,0.39,1,0.305555555555556,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Georgia",0.24,1.11,0.35,0,0.597222222222222,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Hawaii",0.43,0.88,0.7,1,0.541666666666667,0.958333333333333,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Idaho",0.39,1.18,0.58,0,0.583333333333333,0.930555555555556,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Illinois",0.48,1.06,0.69,0,0.361111111111111,0.930555555555556,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Indiana",0.36,0.98,0.53,0,0.486111111111111,0.944444444444444,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Iowa",0.32,0.94,0.47,1,0.555555555555556,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Kansas",0.35,0.95,0.52,1,0.486111111111111,0.972222222222222,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Kentucky",0.41,0.97,0.62,1,0.291666666666667,0.902777777777778,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Louisiana",0.3,0.98,0.48,1,0.5,0.986111111111111,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Maine",0.55,0.92,0.88,1,0.402777777777778,0.916666666666667,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Maryland",0.36,1.13,0.53,0,0.430555555555556,0.972222222222222,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Massachusetts",0.53,1,0.84,1,0.277777777777778,0.861111111111111,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Michigan",0.42,1.05,0.66,0,0.236111111111111,0.930555555555556,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Minnesota",0.4,0.93,0.68,1,0.555555555555556,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Mississippi",0.21,0.9,0.29,1,0.625,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Missouri",0.23,0.85,0.31,1,0.527777777777778,0.986111111111111,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Montana",0.49,1.22,0.76,0,0.416666666666667,0.902777777777778,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Nebraska",0.36,0.8,0.54,1,0.472222222222222,0.944444444444444,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Nevada",0.45,0.93,0.68,1,0.361111111111111,0.888888888888889,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","New Hampshire",0.48,1.14,0.77,0,0.458333333333333,0.944444444444444,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","New Jersey",0.36,0.99,0.56,1,0.402777777777778,0.930555555555556,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","New Mexico",0.57,1,0.87,0,0.291666666666667,0.847222222222222,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","New York",0.3,0.69,0.47,1,0.472222222222222,0.986111111111111,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","North Carolina",0.33,0.83,0.51,1,0.444444444444444,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","North Dakota",0.4,0.92,0.72,1,0.666666666666667,0.986111111111111,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Ohio",0.36,1,0.56,0,0.375,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Oklahoma",0.28,0.84,0.41,1,0.569444444444444,0.902777777777778,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Oregon",0.46,1.09,0.75,0,0.416666666666667,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Pennsylvania",0.34,1.14,0.51,0,0.388888888888889,0.916666666666667,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Puerto Rico",0.43,0.88,0.64,1,0.361111111111111,0.888888888888889,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Rhode Island",0.4,0.88,0.67,1,0.666666666666667,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","South Carolina",0.24,1.18,0.38,0,0.458333333333333,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","South Dakota",0.37,0.89,0.58,1,0.652777777777778,0.944444444444444,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Tennessee",0.3,1.14,0.43,0,0.611111111111111,0.986111111111111,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Texas",0.26,0.83,0.38,1,0.583333333333333,0.930555555555556,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Utah",0.44,1.03,0.69,0,0.527777777777778,0.944444444444444,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Vermont",0.58,0.92,0.92,1,0.569444444444444,0.888888888888889,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Virginia",0.21,1.45,0.31,0,0.541666666666667,1,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Washington",0.3,1.01,0.44,0,0.527777777777778,0.986111111111111,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","West Virginia",0.44,1,0.68,0,0.375,0.861111111111111,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Wisconsin",0.39,1.06,0.61,0,0.375,0.972222222222222,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-RandomForest","Wyoming",0.41,0.98,0.64,1,0.555555555555556,0.972222222222222,"2021-2022","SGroup-RandomForest 2021-2022"
"SGroup-SIkJalpha","Alabama",0.28,0.83,0.4,1,0.222222222222222,0.708333333333333,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Alaska",0.74,1.49,1.03,0,0.277777777777778,0.486111111111111,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Arizona",0.38,0.98,0.46,1,0.166666666666667,0.583333333333333,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Arkansas",0.39,1.1,0.5,0,0.138888888888889,0.361111111111111,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","California",0.37,0.98,0.45,0,0.0833333333333333,0.416666666666667,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Colorado",0.51,1.05,0.63,0,0.111111111111111,0.375,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Connecticut",0.78,1.35,0.93,0,0.125,0.180555555555556,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Delaware",0.76,1.45,0.96,0,0.333333333333333,0.444444444444444,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","District of Columbia",0.51,1.61,0.76,0,0.361111111111111,0.638888888888889,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Florida",0.31,0.82,0.37,1,0.263888888888889,0.625,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Georgia",0.27,1.27,0.4,0,0.333333333333333,0.791666666666667,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Hawaii",0.81,1.67,1.02,0,0.291666666666667,0.361111111111111,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Idaho",0.66,2.01,0.81,0,0.180555555555556,0.361111111111111,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Illinois",0.52,1.15,0.65,0,0.166666666666667,0.388888888888889,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Indiana",0.41,1.14,0.49,0,0.0833333333333333,0.291666666666667,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Iowa",0.46,1.36,0.54,0,0.194444444444444,0.361111111111111,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Kansas",0.44,1.2,0.64,0,0.263888888888889,0.611111111111111,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Kentucky",0.47,1.1,0.56,0,0.125,0.333333333333333,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Louisiana",0.37,1.22,0.48,0,0.222222222222222,0.5,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Maine",0.69,1.17,0.85,0,0.166666666666667,0.347222222222222,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Maryland",0.35,1.07,0.48,0,0.166666666666667,0.583333333333333,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Massachusetts",0.82,1.53,0.95,0,0.0694444444444444,0.222222222222222,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Michigan",0.41,1.02,0.51,0,0.166666666666667,0.416666666666667,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Minnesota",0.54,1.23,0.61,0,0.152777777777778,0.347222222222222,"2021-2022","SGroup-SIkJalpha 2021-2022"
"SGroup-SIkJalpha","Mississippi",0.26,1.16,0.37,0,0.208333333333333,0.638888888888889,"2021-2022","SGroup-SIkJalpha 2021-2022"
