"model","location_name","wis","rel_wis","mae","below","Percent.Cov.50","Percent.Cov.95","season","modelorder"
"UMass-trends_ensemble","New York",0.27,0.63,0.45,1,0.486111111111111,0.930555555555556,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","North Carolina",0.38,0.95,0.52,1,0.583333333333333,0.944444444444444,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","North Dakota",0.42,0.96,0.73,1,0.847222222222222,1,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Ohio",0.29,0.82,0.45,1,0.708333333333333,1,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Oklahoma",0.28,0.82,0.33,1,0.736111111111111,0.972222222222222,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Oregon",0.49,1.15,0.76,0,0.611111111111111,0.958333333333333,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Pennsylvania",0.24,0.82,0.34,1,0.652777777777778,0.986111111111111,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Puerto Rico",0.46,0.9,0.63,1,0.680555555555556,0.958333333333333,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Rhode Island",0.44,0.96,0.72,1,0.722222222222222,0.972222222222222,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","South Carolina",0.27,1.31,0.37,0,0.888888888888889,0.986111111111111,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","South Dakota",0.46,1.1,0.66,0,0.847222222222222,0.986111111111111,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Tennessee",0.28,1.05,0.33,0,0.805555555555556,0.986111111111111,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Texas",0.2,0.64,0.3,1,0.569444444444444,0.972222222222222,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Utah",0.42,0.97,0.65,1,0.75,1,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Vermont",0.54,0.86,0.76,1,0.805555555555556,0.888888888888889,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Virginia",0.21,1.41,0.27,0,0.819444444444444,1,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Washington",0.3,1.02,0.5,0,0.527777777777778,0.986111111111111,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","West Virginia",0.4,0.91,0.56,1,0.694444444444444,0.958333333333333,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Wisconsin",0.31,0.83,0.43,1,0.833333333333333,0.986111111111111,"2021-2022","UMass-trends_ensemble 2021-2022"
"UMass-trends_ensemble","Wyoming",0.43,1.04,0.63,0,0.694444444444444,0.972222222222222,"2021-2022","UMass-trends_ensemble 2021-2022"
"UT_FluCast-Voltaire","Alabama",0.37,1.07,0.6,0,0.583333333333333,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Alaska",0.69,1.39,1.09,0,0.638888888888889,0.944444444444444,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Arizona",0.43,1.1,0.61,0,0.416666666666667,0.791666666666667,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Arkansas",0.36,0.99,0.59,0,0.5,0.944444444444444,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","California",0.27,0.72,0.42,1,0.416666666666667,0.902777777777778,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Colorado",0.44,0.9,0.67,1,0.375,0.819444444444444,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Connecticut",0.51,0.88,0.77,1,0.458333333333333,0.888888888888889,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Delaware",0.78,1.48,1.2,0,0.361111111111111,0.861111111111111,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","District of Columbia",0.47,1.5,0.74,0,0.805555555555556,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Florida",0.37,1.02,0.55,0,0.347222222222222,0.791666666666667,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Georgia",0.3,1.41,0.39,0,0.694444444444444,0.902777777777778,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Hawaii",0.69,1.43,1.17,0,0.416666666666667,0.986111111111111,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Idaho",0.34,1.03,0.49,0,0.819444444444444,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Illinois",0.56,1.23,0.83,0,0.25,0.763888888888889,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Indiana",0.33,0.92,0.53,1,0.458333333333333,0.944444444444444,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Iowa",0.47,1.43,0.74,0,0.5,0.972222222222222,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Kansas",0.39,1.08,0.63,0,0.555555555555556,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Kentucky",0.31,0.73,0.49,1,0.569444444444444,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Louisiana",0.39,1.26,0.66,0,0.541666666666667,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Maine",0.44,0.75,0.65,1,0.694444444444444,0.944444444444444,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Maryland",0.42,1.34,0.69,0,0.388888888888889,0.930555555555556,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Massachusetts",0.55,1.02,0.84,0,0.319444444444444,0.75,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Michigan",0.44,1.1,0.63,0,0.375,0.722222222222222,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Minnesota",0.52,1.22,0.84,0,0.402777777777778,0.930555555555556,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Mississippi",0.39,1.72,0.59,0,0.625,0.958333333333333,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Missouri",0.26,0.97,0.38,1,0.652777777777778,0.944444444444444,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Montana",0.6,1.48,0.96,0,0.486111111111111,0.916666666666667,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Nebraska",0.52,1.17,0.82,0,0.527777777777778,0.916666666666667,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Nevada",0.48,0.98,0.73,1,0.361111111111111,0.833333333333333,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","New Hampshire",0.46,1.09,0.78,0,0.611111111111111,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","New Jersey",0.34,0.92,0.51,1,0.486111111111111,0.888888888888889,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","New Mexico",0.56,0.98,0.88,1,0.388888888888889,0.875,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","New York",0.26,0.61,0.42,1,0.472222222222222,0.930555555555556,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","North Carolina",0.64,1.62,0.96,0,0.305555555555556,0.75,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","North Dakota",0.52,1.17,0.88,0,0.722222222222222,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Ohio",0.28,0.79,0.45,1,0.416666666666667,0.958333333333333,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Oklahoma",0.34,1.01,0.53,0,0.486111111111111,0.916666666666667,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Oregon",0.67,1.6,1.1,0,0.375,0.944444444444444,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Pennsylvania",0.35,1.21,0.54,0,0.347222222222222,0.805555555555556,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Puerto Rico",0.76,1.29,1.13,0,0.340909090909091,0.840909090909091,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Rhode Island",0.56,1.23,0.88,0,0.666666666666667,0.958333333333333,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","South Carolina",0.32,1.61,0.51,0,0.652777777777778,0.986111111111111,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","South Dakota",0.5,1.21,0.88,0,0.625,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Tennessee",0.46,1.75,0.72,0,0.513888888888889,0.930555555555556,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Texas",0.34,1.09,0.5,0,0.305555555555556,0.722222222222222,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Utah",0.47,1.11,0.71,0,0.652777777777778,0.958333333333333,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Vermont",0.53,0.83,0.84,1,0.694444444444444,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Virginia",0.32,2.22,0.5,0,0.513888888888889,0.888888888888889,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Washington",0.45,1.52,0.72,0,0.416666666666667,0.888888888888889,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","West Virginia",0.58,1.32,0.93,0,0.319444444444444,0.888888888888889,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Wisconsin",0.33,0.9,0.54,1,0.486111111111111,1,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UT_FluCast-Voltaire","Wyoming",0.52,1.25,0.73,0,0.75,0.958333333333333,"2021-2022","UT_FluCast-Voltaire 2021-2022"
"UVAFluX-Ensemble","Alabama",0.21,0.61,0.27,1,0.569444444444444,0.861111111111111,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Alaska",0.42,0.87,0.59,1,0.652777777777778,0.777777777777778,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Arizona",0.59,1.56,0.76,0,0.333333333333333,0.555555555555556,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Arkansas",0.34,0.97,0.45,1,0.25,0.458333333333333,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","California",0.37,1.01,0.53,0,0.222222222222222,0.638888888888889,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Colorado",0.59,1.21,0.77,0,0.291666666666667,0.625,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Connecticut",0.82,1.41,1.03,0,0.388888888888889,0.680555555555556,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Delaware",0.58,1.1,0.76,0,0.513888888888889,0.680555555555556,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","District of Columbia",0.35,1.12,0.5,0,0.541666666666667,0.75,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Florida",0.44,1.2,0.49,0,0.25,0.472222222222222,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Georgia",0.26,1.19,0.28,0,0.375,0.666666666666667,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Hawaii",0.4,0.84,0.53,1,0.652777777777778,0.75,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Idaho",0.52,1.56,0.6,0,0.347222222222222,0.513888888888889,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Illinois",0.59,1.32,0.69,0,0.361111111111111,0.611111111111111,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Indiana",0.36,1,0.51,0,0.180555555555556,0.625,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Iowa",0.41,1.24,0.49,0,0.444444444444444,0.625,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Kansas",0.46,1.26,0.51,0,0.361111111111111,0.5,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Kentucky",0.39,0.91,0.54,1,0.263888888888889,0.652777777777778,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Louisiana",0.37,1.2,0.47,0,0.277777777777778,0.5,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Maine",0.63,1.07,0.8,0,0.486111111111111,0.638888888888889,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Maryland",0.33,1.02,0.45,0,0.305555555555556,0.694444444444444,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Massachusetts",0.8,1.52,0.87,0,0.416666666666667,0.638888888888889,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Michigan",0.5,1.24,0.53,0,0.347222222222222,0.597222222222222,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Minnesota",0.51,1.16,0.63,0,0.388888888888889,0.638888888888889,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Mississippi",0.24,1.04,0.4,0,0.388888888888889,0.708333333333333,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Missouri",0.31,1.14,0.37,0,0.305555555555556,0.541666666666667,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Montana",0.42,1.03,0.62,0,0.402777777777778,0.75,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Nebraska",0.55,1.23,0.79,0,0.333333333333333,0.680555555555556,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Nevada",0.55,1.13,0.66,0,0.263888888888889,0.569444444444444,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","New Hampshire",0.58,1.39,0.76,0,0.541666666666667,0.736111111111111,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","New Jersey",0.41,1.1,0.54,0,0.236111111111111,0.597222222222222,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","New Mexico",0.64,1.13,0.81,0,0.458333333333333,0.680555555555556,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","New York",0.46,1.04,0.53,0,0.222222222222222,0.583333333333333,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","North Carolina",0.45,1.13,0.58,0,0.180555555555556,0.527777777777778,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","North Dakota",0.46,1.05,0.65,0,0.652777777777778,0.763888888888889,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Ohio",0.45,1.25,0.54,0,0.333333333333333,0.541666666666667,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Oklahoma",0.35,1.06,0.61,0,0.263888888888889,0.597222222222222,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Oregon",0.56,1.35,0.75,0,0.416666666666667,0.777777777777778,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Pennsylvania",0.32,1.09,0.42,0,0.319444444444444,0.611111111111111,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Puerto Rico",0.49,1.06,0.6,1,0.5,0.9375,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Rhode Island",0.57,1.26,0.68,0,0.527777777777778,0.625,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","South Carolina",0.24,1.19,0.31,0,0.486111111111111,0.75,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","South Dakota",0.49,1.17,0.65,0,0.541666666666667,0.708333333333333,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Tennessee",0.24,0.9,0.29,1,0.347222222222222,0.611111111111111,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Texas",0.36,1.06,0.45,0,0.388888888888889,0.833333333333333,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Utah",0.48,1.13,0.62,0,0.430555555555556,0.694444444444444,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Vermont",0.59,0.94,0.86,1,0.597222222222222,0.75,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Virginia",0.18,1.25,0.23,0,0.291666666666667,0.444444444444444,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Washington",0.32,1.09,0.41,0,0.277777777777778,0.527777777777778,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","West Virginia",0.44,1.01,0.53,0,0.388888888888889,0.555555555555556,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Wisconsin",0.45,1.2,0.51,0,0.222222222222222,0.402777777777778,"2021-2022","UVAFluX-Ensemble 2021-2022"
"UVAFluX-Ensemble","Wyoming",0.42,1,0.57,0,0.444444444444444,0.736111111111111,"2021-2022","UVAFluX-Ensemble 2021-2022"
"CEPH-Rtrend_fluH","Alabama",0.5,1.44,0.78,0,0.326086956521739,0.760869565217391,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Alaska",0.62,1.02,0.96,1,0.5,0.782608695652174,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Arizona",0.64,1.15,0.93,0,0.282608695652174,0.619565217391304,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Arkansas",0.59,1.24,0.88,0,0.380434782608696,0.673913043478261,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","California",0.64,1.03,0.86,1,0.315217391304348,0.521739130434783,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Colorado",0.48,0.83,0.74,1,0.434782608695652,0.826086956521739,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Connecticut",0.56,0.88,0.86,1,0.391304347826087,0.793478260869565,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Delaware",0.73,1.31,1.08,0,0.478260869565217,0.739130434782609,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","District of Columbia",0.64,1.59,1.08,0,0.467391304347826,0.847826086956522,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Florida",0.59,2.24,0.81,0,0.206521739130435,0.532608695652174,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Georgia",0.52,2.56,0.75,0,0.315217391304348,0.695652173913043,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Hawaii",0.66,1.28,1.09,0,0.489130434782609,0.923913043478261,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Idaho",0.83,1.16,1.23,0,0.326086956521739,0.695652173913043,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Illinois",0.63,0.99,0.96,1,0.293478260869565,0.619565217391304,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Indiana",0.56,0.97,0.84,1,0.380434782608696,0.695652173913043,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Iowa",0.57,0.8,0.87,1,0.402173913043478,0.673913043478261,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Kansas",0.55,0.9,0.85,1,0.434782608695652,0.782608695652174,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Kentucky",0.55,0.87,0.79,1,0.380434782608696,0.75,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Louisiana",0.57,1.56,0.85,0,0.315217391304348,0.652173913043478,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Maine",0.7,0.92,1.13,1,0.347826086956522,0.75,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Maryland",0.54,1.28,0.82,0,0.391304347826087,0.760869565217391,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Massachusetts",0.51,0.72,0.75,1,0.434782608695652,0.728260869565217,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Michigan",0.53,0.8,0.8,1,0.380434782608696,0.75,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Minnesota",0.52,0.93,0.79,1,0.445652173913043,0.793478260869565,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Mississippi",0.54,1.53,0.86,0,0.304347826086957,0.75,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Missouri",0.55,0.9,0.81,1,0.271739130434783,0.652173913043478,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Montana",0.61,1.04,0.98,1,0.358695652173913,0.771739130434783,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Nebraska",0.47,0.76,0.77,1,0.521739130434783,0.923913043478261,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Nevada",0.71,1,1.09,1,0.33695652173913,0.75,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","New Hampshire",0.79,1.02,1.24,0,0.41304347826087,0.75,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","New Jersey",0.55,1.06,0.85,1,0.260869565217391,0.706521739130435,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","New Mexico",0.5,0.83,0.77,1,0.434782608695652,0.739130434782609,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","New York",0.52,0.9,0.78,1,0.293478260869565,0.597826086956522,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","North Carolina",0.44,0.96,0.66,1,0.41304347826087,0.782608695652174,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","North Dakota",0.64,1.08,1.05,0,0.445652173913043,0.847826086956522,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Ohio",0.51,0.85,0.79,1,0.445652173913043,0.75,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Oklahoma",0.58,0.95,0.81,1,0.423913043478261,0.641304347826087,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Oregon",0.7,0.9,1.11,1,0.41304347826087,0.804347826086957,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Pennsylvania",0.77,1.81,1.06,0,0.206521739130435,0.489130434782609,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Puerto Rico",0.5,1.93,0.78,0,0.326086956521739,0.826086956521739,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Rhode Island",0.61,0.97,0.99,1,0.456521739130435,0.847826086956522,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","South Carolina",0.46,1.67,0.65,0,0.467391304347826,0.771739130434783,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","South Dakota",0.53,1.1,0.85,0,0.434782608695652,0.858695652173913,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Tennessee",0.57,1.32,0.84,0,0.304347826086957,0.695652173913043,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Texas",0.56,1.53,0.78,0,0.206521739130435,0.489130434782609,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Utah",0.69,1.28,1.12,0,0.33695652173913,0.815217391304348,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Vermont",0.69,0.89,1.11,1,0.456521739130435,0.83695652173913,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Virginia",0.46,1.62,0.69,0,0.358695652173913,0.760869565217391,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Washington",0.54,1.02,0.81,1,0.33695652173913,0.684782608695652,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","West Virginia",0.53,0.9,0.74,1,0.456521739130435,0.760869565217391,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Wisconsin",0.54,0.75,0.88,1,0.423913043478261,0.804347826086957,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CEPH-Rtrend_fluH","Wyoming",0.57,1.15,0.92,0,0.434782608695652,0.869565217391304,"2022-2023","CEPH-Rtrend_fluH 2022-2023"
"CMU-TimeSeries","Alabama",0.34,0.86,0.53,1,0.47,0.92,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Alaska",0.53,0.82,0.77,1,0.384615384615385,0.701923076923077,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Arizona",0.39,0.65,0.59,1,0.35,0.86,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Arkansas",0.36,0.71,0.54,1,0.38,0.8,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","California",0.45,0.63,0.66,1,0.4375,0.84375,"2022-2023","CMU-TimeSeries 2022-2023"
"CMU-TimeSeries","Colorado",0.43,0.66,0.66,1,0.442307692307692,0.875,"2022-2023","CMU-TimeSeries 2022-2023"
