"model","location_name","relative_WIS","season"
"PSI-DICE","Idaho",0.990066436751811,"2021-2022"
"PSI-DICE","Illinois",1.02907856555311,"2021-2022"
"PSI-DICE","Indiana",0.782268619487414,"2021-2022"
"PSI-DICE","Iowa",0.964412150887301,"2021-2022"
"PSI-DICE","Kansas",0.865369162603226,"2021-2022"
"PSI-DICE","Kentucky",0.70279126738043,"2021-2022"
"PSI-DICE","Louisiana",0.815475478139657,"2021-2022"
"PSI-DICE","Maine",0.821158909986817,"2021-2022"
"PSI-DICE","Maryland",1.03211882774282,"2021-2022"
"PSI-DICE","Massachusetts",0.803502287612132,"2021-2022"
"PSI-DICE","Michigan",0.773252980207906,"2021-2022"
"PSI-DICE","Minnesota",0.807121788341219,"2021-2022"
"PSI-DICE","Mississippi",0.981632963357154,"2021-2022"
"PSI-DICE","Missouri",0.735489546955349,"2021-2022"
"PSI-DICE","Montana",1.08797370611552,"2021-2022"
"PSI-DICE","Nebraska",0.737112088033817,"2021-2022"
"PSI-DICE","Nevada",0.797004545068481,"2021-2022"
"PSI-DICE","New Hampshire",0.966701478391578,"2021-2022"
"PSI-DICE","New Jersey",0.758227181890392,"2021-2022"
"PSI-DICE","New Mexico",0.861922330960431,"2021-2022"
"PSI-DICE","New York",0.654135982427203,"2021-2022"
"PSI-DICE","North Carolina",1.20793661445854,"2021-2022"
"PSI-DICE","North Dakota",0.636647932994547,"2021-2022"
"PSI-DICE","Ohio",0.977319400010208,"2021-2022"
"PSI-DICE","Oklahoma",0.731286701102109,"2021-2022"
"PSI-DICE","Oregon",1.41289750320393,"2021-2022"
"PSI-DICE","Pennsylvania",0.835483365510643,"2021-2022"
"PSI-DICE","Puerto Rico",0.770425391229179,"2021-2022"
"PSI-DICE","Rhode Island",1.01642654686817,"2021-2022"
"PSI-DICE","South Carolina",0.945814139152975,"2021-2022"
"PSI-DICE","South Dakota",0.90747545247476,"2021-2022"
"PSI-DICE","Tennessee",0.840016664227084,"2021-2022"
"PSI-DICE","Texas",0.626685851740789,"2021-2022"
"PSI-DICE","Utah",0.974580856453861,"2021-2022"
"PSI-DICE","Vermont",0.802873517471941,"2021-2022"
"PSI-DICE","Virginia",0.948174955567959,"2021-2022"
"PSI-DICE","Washington",0.923234988061503,"2021-2022"
"PSI-DICE","West Virginia",1.03291266175372,"2021-2022"
"PSI-DICE","Wisconsin",0.726935406791559,"2021-2022"
"PSI-DICE","Wyoming",0.806951508582183,"2021-2022"
"SGroup-RandomForest","Alabama",1.13479517180819,"2021-2022"
"SGroup-RandomForest","Alaska",0.766985909135789,"2021-2022"
"SGroup-RandomForest","Arizona",1.05142993843291,"2021-2022"
"SGroup-RandomForest","Arkansas",0.820108004222721,"2021-2022"
"SGroup-RandomForest","California",0.663998511189422,"2021-2022"
"SGroup-RandomForest","Colorado",1.13076710242479,"2021-2022"
"SGroup-RandomForest","Connecticut",1.06921596099038,"2021-2022"
"SGroup-RandomForest","Delaware",0.913635913575838,"2021-2022"
"SGroup-RandomForest","District of Columbia",1.29068937356154,"2021-2022"
"SGroup-RandomForest","Florida",0.596267139161325,"2021-2022"
"SGroup-RandomForest","Georgia",1.18477173091029,"2021-2022"
"SGroup-RandomForest","Hawaii",1.04179288595745,"2021-2022"
"SGroup-RandomForest","Idaho",1.16858941941326,"2021-2022"
"SGroup-RandomForest","Illinois",1.11335997792971,"2021-2022"
"SGroup-RandomForest","Indiana",1.0724491868402,"2021-2022"
"SGroup-RandomForest","Iowa",0.900554298554646,"2021-2022"
"SGroup-RandomForest","Kansas",0.910772123563005,"2021-2022"
"SGroup-RandomForest","Kentucky",0.846061651235402,"2021-2022"
"SGroup-RandomForest","Louisiana",1.08811536815581,"2021-2022"
"SGroup-RandomForest","Maine",0.990556766154149,"2021-2022"
"SGroup-RandomForest","Maryland",1.17768104175209,"2021-2022"
"SGroup-RandomForest","Massachusetts",1.06989510518321,"2021-2022"
"SGroup-RandomForest","Michigan",1.08405586791978,"2021-2022"
"SGroup-RandomForest","Minnesota",0.986043919117137,"2021-2022"
"SGroup-RandomForest","Mississippi",0.930665138419434,"2021-2022"
"SGroup-RandomForest","Missouri",0.958672876392549,"2021-2022"
"SGroup-RandomForest","Montana",1.28236216721133,"2021-2022"
"SGroup-RandomForest","Nebraska",0.741655938426886,"2021-2022"
"SGroup-RandomForest","Nevada",0.892433560768241,"2021-2022"
"SGroup-RandomForest","New Hampshire",1.25583237248948,"2021-2022"
"SGroup-RandomForest","New Jersey",1.02580795829943,"2021-2022"
"SGroup-RandomForest","New Mexico",1.00804809518198,"2021-2022"
"SGroup-RandomForest","New York",0.713994909467546,"2021-2022"
"SGroup-RandomForest","North Carolina",1.11229149778806,"2021-2022"
"SGroup-RandomForest","North Dakota",0.725947951578691,"2021-2022"
"SGroup-RandomForest","Ohio",1.21407911666976,"2021-2022"
"SGroup-RandomForest","Oklahoma",0.827584291474998,"2021-2022"
"SGroup-RandomForest","Oregon",1.10463137334086,"2021-2022"
"SGroup-RandomForest","Pennsylvania",1.08530576265901,"2021-2022"
"SGroup-RandomForest","Puerto Rico",0.766363060542433,"2021-2022"
"SGroup-RandomForest","Rhode Island",0.973112557555932,"2021-2022"
"SGroup-RandomForest","South Carolina",1.29563785859946,"2021-2022"
"SGroup-RandomForest","South Dakota",1.02339132910613,"2021-2022"
"SGroup-RandomForest","Tennessee",1.23127395013493,"2021-2022"
"SGroup-RandomForest","Texas",0.757767432217614,"2021-2022"
"SGroup-RandomForest","Utah",1.24795489481548,"2021-2022"
"SGroup-RandomForest","Vermont",0.917221907468711,"2021-2022"
"SGroup-RandomForest","Virginia",1.25378641097961,"2021-2022"
"SGroup-RandomForest","Washington",0.953985373449971,"2021-2022"
"SGroup-RandomForest","West Virginia",1.10314534634132,"2021-2022"
"SGroup-RandomForest","Wisconsin",1.15743465565456,"2021-2022"
"SGroup-RandomForest","Wyoming",0.972061748835658,"2021-2022"
"SGroup-SIkJalpha","Alabama",1.20200246214819,"2021-2022"
"SGroup-SIkJalpha","Alaska",2.76291897635537,"2021-2022"
"SGroup-SIkJalpha","Arizona",1.29970864200601,"2021-2022"
"SGroup-SIkJalpha","Arkansas",1.5460493192215,"2021-2022"
"SGroup-SIkJalpha","California",1.32408797740515,"2021-2022"
"SGroup-SIkJalpha","Colorado",1.52115381633191,"2021-2022"
"SGroup-SIkJalpha","Connecticut",2.2552137163195,"2021-2022"
"SGroup-SIkJalpha","Delaware",3.4012798305426,"2021-2022"
"SGroup-SIkJalpha","District of Columbia",2.00813816026179,"2021-2022"
"SGroup-SIkJalpha","Florida",1.35047849123641,"2021-2022"
"SGroup-SIkJalpha","Georgia",1.5981700660158,"2021-2022"
"SGroup-SIkJalpha","Hawaii",6.53146155721029,"2021-2022"
"SGroup-SIkJalpha","Idaho",4.45740580824079,"2021-2022"
"SGroup-SIkJalpha","Illinois",1.87390345872623,"2021-2022"
"SGroup-SIkJalpha","Indiana",1.77423078645138,"2021-2022"
"SGroup-SIkJalpha","Iowa",1.53377025744971,"2021-2022"
"SGroup-SIkJalpha","Kansas",1.76312536909806,"2021-2022"
"SGroup-SIkJalpha","Kentucky",1.15902215836043,"2021-2022"
"SGroup-SIkJalpha","Louisiana",1.54016449708334,"2021-2022"
"SGroup-SIkJalpha","Maine",1.86082371161621,"2021-2022"
"SGroup-SIkJalpha","Maryland",1.38211630755063,"2021-2022"
"SGroup-SIkJalpha","Massachusetts",2.66672222003705,"2021-2022"
"SGroup-SIkJalpha","Michigan",1.44291000903597,"2021-2022"
"SGroup-SIkJalpha","Minnesota",1.29286256562887,"2021-2022"
"SGroup-SIkJalpha","Mississippi",1.44302873650601,"2021-2022"
"SGroup-SIkJalpha","Missouri",1.43969687895031,"2021-2022"
"SGroup-SIkJalpha","Montana",1.71794027669603,"2021-2022"
"SGroup-SIkJalpha","Nebraska",1.40244213318829,"2021-2022"
"SGroup-SIkJalpha","Nevada",2.36971829068838,"2021-2022"
"SGroup-SIkJalpha","New Hampshire",1.88092337597267,"2021-2022"
"SGroup-SIkJalpha","New Jersey",1.62695762746427,"2021-2022"
"SGroup-SIkJalpha","New Mexico",2.2947133545975,"2021-2022"
"SGroup-SIkJalpha","New York",1.75574612035994,"2021-2022"
"SGroup-SIkJalpha","North Carolina",2.26070929737971,"2021-2022"
"SGroup-SIkJalpha","North Dakota",0.909024204246156,"2021-2022"
"SGroup-SIkJalpha","Ohio",1.54972224684573,"2021-2022"
"SGroup-SIkJalpha","Oklahoma",1.56163770488076,"2021-2022"
"SGroup-SIkJalpha","Oregon",2.41462412072312,"2021-2022"
"SGroup-SIkJalpha","Pennsylvania",1.52121677539834,"2021-2022"
"SGroup-SIkJalpha","Puerto Rico",2.25845535761843,"2021-2022"
"SGroup-SIkJalpha","Rhode Island",2.48931504240374,"2021-2022"
"SGroup-SIkJalpha","South Carolina",1.6974269007165,"2021-2022"
"SGroup-SIkJalpha","South Dakota",1.51580968357547,"2021-2022"
"SGroup-SIkJalpha","Tennessee",1.80137367277313,"2021-2022"
"SGroup-SIkJalpha","Texas",1.44942469318508,"2021-2022"
"SGroup-SIkJalpha","Utah",2.04359128711736,"2021-2022"
"SGroup-SIkJalpha","Vermont",12.4645527716778,"2021-2022"
"SGroup-SIkJalpha","Virginia",1.58635228839159,"2021-2022"
"SGroup-SIkJalpha","Washington",1.74284068424595,"2021-2022"
"SGroup-SIkJalpha","West Virginia",1.73333712574969,"2021-2022"
"SGroup-SIkJalpha","Wisconsin",1.3452977909484,"2021-2022"
"SGroup-SIkJalpha","Wyoming",1.38016211451646,"2021-2022"
"SigSci-CREG","Alabama",0.615917639229377,"2021-2022"
"SigSci-CREG","Alaska",0.808487430121632,"2021-2022"
"SigSci-CREG","Arizona",3.63585800701823,"2021-2022"
"SigSci-CREG","Arkansas",1.54542403161627,"2021-2022"
"SigSci-CREG","California",2.11577755734517,"2021-2022"
"SigSci-CREG","Colorado",1.87733729313273,"2021-2022"
"SigSci-CREG","Connecticut",1.81529294102014,"2021-2022"
"SigSci-CREG","Delaware",0.97425097539241,"2021-2022"
"SigSci-CREG","Florida",2.03768307654589,"2021-2022"
"SigSci-CREG","Georgia",1.97625691573746,"2021-2022"
"SigSci-CREG","Hawaii",1.0320559692398,"2021-2022"
"SigSci-CREG","Idaho",2.71033721570705,"2021-2022"
"SigSci-CREG","Illinois",2.25185403435105,"2021-2022"
"SigSci-CREG","Indiana",2.08108400109793,"2021-2022"
"SigSci-CREG","Iowa",1.56253663455056,"2021-2022"
"SigSci-CREG","Kansas",1.55978339792886,"2021-2022"
"SigSci-CREG","Kentucky",1.73452945881923,"2021-2022"
"SigSci-CREG","Louisiana",1.61556968436129,"2021-2022"
"SigSci-CREG","Maine",1.1751129349225,"2021-2022"
"SigSci-CREG","Maryland",3.1871375277891,"2021-2022"
"SigSci-CREG","Massachusetts",1.74259476705043,"2021-2022"
"SigSci-CREG","Michigan",3.33927786681929,"2021-2022"
"SigSci-CREG","Minnesota",1.7307285932707,"2021-2022"
"SigSci-CREG","Mississippi",1.842898913463,"2021-2022"
"SigSci-CREG","Missouri",3.64026075140617,"2021-2022"
"SigSci-CREG","Montana",2.37853184517384,"2021-2022"
"SigSci-CREG","Nebraska",1.67880324680443,"2021-2022"
"SigSci-CREG","Nevada",1.68957745653211,"2021-2022"
"SigSci-CREG","New Hampshire",1.52043609231345,"2021-2022"
"SigSci-CREG","New Jersey",2.06924211376673,"2021-2022"
"SigSci-CREG","New Mexico",1.36575277360135,"2021-2022"
"SigSci-CREG","New York",1.95717876357667,"2021-2022"
"SigSci-CREG","North Carolina",1.70040279810222,"2021-2022"
"SigSci-CREG","North Dakota",0.558642588450915,"2021-2022"
"SigSci-CREG","Ohio",2.85345331248842,"2021-2022"
"SigSci-CREG","Oklahoma",1.73626263879251,"2021-2022"
"SigSci-CREG","Oregon",2.18660856545025,"2021-2022"
"SigSci-CREG","Pennsylvania",2.99760930944402,"2021-2022"
"SigSci-CREG","Rhode Island",1.00740524977314,"2021-2022"
"SigSci-CREG","South Carolina",2.57638279736013,"2021-2022"
"SigSci-CREG","South Dakota",0.882141098251662,"2021-2022"
"SigSci-CREG","Tennessee",0.92036075799714,"2021-2022"
"SigSci-CREG","Texas",1.30931436133944,"2021-2022"
"SigSci-CREG","Utah",1.51504222788366,"2021-2022"
"SigSci-CREG","Vermont",1.10290488877235,"2021-2022"
"SigSci-CREG","Virginia",1.78176270460291,"2021-2022"
"SigSci-CREG","Washington",2.38104707951502,"2021-2022"
"SigSci-CREG","West Virginia",1.42792540301018,"2021-2022"
"SigSci-CREG","Wisconsin",2.51629499918764,"2021-2022"
"SigSci-CREG","Wyoming",1.29688635307851,"2021-2022"
"SigSci-TSENS","Alabama",0.604201173241254,"2021-2022"
"SigSci-TSENS","Alaska",0.909660023226183,"2021-2022"
"SigSci-TSENS","Arizona",0.942840424637177,"2021-2022"
"SigSci-TSENS","Arkansas",1.02805267574371,"2021-2022"
"SigSci-TSENS","California",0.820250795608376,"2021-2022"
"SigSci-TSENS","Colorado",1.3639927817104,"2021-2022"
"SigSci-TSENS","Connecticut",1.35280986107747,"2021-2022"
"SigSci-TSENS","Delaware",1.3336926737934,"2021-2022"
"SigSci-TSENS","Florida",1.04889859416029,"2021-2022"
"SigSci-TSENS","Georgia",0.81557014675863,"2021-2022"
"SigSci-TSENS","Hawaii",1.14834696456674,"2021-2022"
"SigSci-TSENS","Idaho",1.38487856442576,"2021-2022"
"SigSci-TSENS","Illinois",1.23059214496608,"2021-2022"
"SigSci-TSENS","Indiana",0.960803316100908,"2021-2022"
"SigSci-TSENS","Iowa",1.03465811925231,"2021-2022"
"SigSci-TSENS","Kansas",0.957601456922155,"2021-2022"
"SigSci-TSENS","Kentucky",1.06100267661326,"2021-2022"
"SigSci-TSENS","Louisiana",0.882998553398365,"2021-2022"
"SigSci-TSENS","Maine",1.47597761955273,"2021-2022"
"SigSci-TSENS","Maryland",1.15067479848679,"2021-2022"
"SigSci-TSENS","Massachusetts",1.12695537141905,"2021-2022"
"SigSci-TSENS","Michigan",1.26016091461089,"2021-2022"
"SigSci-TSENS","Minnesota",0.869757468756834,"2021-2022"
"SigSci-TSENS","Mississippi",0.865164150126899,"2021-2022"
"SigSci-TSENS","Missouri",0.827120596387709,"2021-2022"
"SigSci-TSENS","Montana",1.20825538042358,"2021-2022"
"SigSci-TSENS","Nebraska",1.01305709033095,"2021-2022"
"SigSci-TSENS","Nevada",1.43543558176659,"2021-2022"
"SigSci-TSENS","New Hampshire",1.32497570222091,"2021-2022"
"SigSci-TSENS","New Jersey",0.930366336575978,"2021-2022"
"SigSci-TSENS","New Mexico",1.30125232401483,"2021-2022"
"SigSci-TSENS","New York",1.08448971639592,"2021-2022"
"SigSci-TSENS","North Carolina",0.998795005494939,"2021-2022"
"SigSci-TSENS","North Dakota",0.719151922177293,"2021-2022"
"SigSci-TSENS","Ohio",0.937388354782646,"2021-2022"
"SigSci-TSENS","Oklahoma",0.88777129279115,"2021-2022"
"SigSci-TSENS","Oregon",1.36404741398849,"2021-2022"
"SigSci-TSENS","Pennsylvania",0.901174279397956,"2021-2022"
"SigSci-TSENS","Rhode Island",1.22053864509696,"2021-2022"
"SigSci-TSENS","South Carolina",0.935903917808559,"2021-2022"
"SigSci-TSENS","South Dakota",1.10353438192563,"2021-2022"
"SigSci-TSENS","Tennessee",0.734679983035517,"2021-2022"
"SigSci-TSENS","Texas",0.785490047562833,"2021-2022"
"SigSci-TSENS","Utah",1.1238278492624,"2021-2022"
"SigSci-TSENS","Vermont",1.2017502376259,"2021-2022"
"SigSci-TSENS","Virginia",0.801219627946426,"2021-2022"
"SigSci-TSENS","Washington",1.27103890420232,"2021-2022"
"SigSci-TSENS","West Virginia",1.01557360187169,"2021-2022"
"SigSci-TSENS","Wisconsin",0.998213048518648,"2021-2022"
"SigSci-TSENS","Wyoming",0.758561337891439,"2021-2022"
"UMass-trends_ensemble","Alabama",1.18709774813372,"2021-2022"
"UMass-trends_ensemble","Alaska",1.14351100892845,"2021-2022"
"UMass-trends_ensemble","Arizona",0.916892774825727,"2021-2022"
"UMass-trends_ensemble","Arkansas",0.727432350738525,"2021-2022"
"UMass-trends_ensemble","California",0.677435778763409,"2021-2022"
"UMass-trends_ensemble","Colorado",0.827293035297305,"2021-2022"
"UMass-trends_ensemble","Connecticut",0.943240511693522,"2021-2022"
"UMass-trends_ensemble","Delaware",1.01384072651298,"2021-2022"
"UMass-trends_ensemble","District of Columbia",1.67149245292717,"2021-2022"
"UMass-trends_ensemble","Florida",0.671048172879379,"2021-2022"
"UMass-trends_ensemble","Georgia",1.27602179487908,"2021-2022"
"UMass-trends_ensemble","Hawaii",1.12191913011903,"2021-2022"
"UMass-trends_ensemble","Idaho",1.24972477767696,"2021-2022"
"UMass-trends_ensemble","Illinois",0.911258381586728,"2021-2022"
"UMass-trends_ensemble","Indiana",0.917971211229476,"2021-2022"
"UMass-trends_ensemble","Iowa",1.20744802533838,"2021-2022"
"UMass-trends_ensemble","Kansas",1.18524231657507,"2021-2022"
"UMass-trends_ensemble","Kentucky",0.726304139972559,"2021-2022"
"UMass-trends_ensemble","Louisiana",1.27990927864266,"2021-2022"
"UMass-trends_ensemble","Maine",0.800748274190979,"2021-2022"
"UMass-trends_ensemble","Maryland",0.962620100780442,"2021-2022"
"UMass-trends_ensemble","Massachusetts",0.808538159179995,"2021-2022"
"UMass-trends_ensemble","Michigan",0.848745052767839,"2021-2022"
"UMass-trends_ensemble","Minnesota",1.11938720901496,"2021-2022"
"UMass-trends_ensemble","Mississippi",1.25634904854914,"2021-2022"
"UMass-trends_ensemble","Missouri",1.05227535137745,"2021-2022"
"UMass-trends_ensemble","Montana",1.34189410180851,"2021-2022"
"UMass-trends_ensemble","Nebraska",1.05413778681325,"2021-2022"
"UMass-trends_ensemble","Nevada",0.794467135909961,"2021-2022"
"UMass-trends_ensemble","New Hampshire",0.989817268627794,"2021-2022"
"UMass-trends_ensemble","New Jersey",0.648186378563979,"2021-2022"
"UMass-trends_ensemble","New Mexico",0.854788949020816,"2021-2022"
"UMass-trends_ensemble","New York",0.654185330448498,"2021-2022"
"UMass-trends_ensemble","North Carolina",1.14069158836091,"2021-2022"
"UMass-trends_ensemble","North Dakota",0.947140925490397,"2021-2022"
"UMass-trends_ensemble","Ohio",0.957053022915978,"2021-2022"
"UMass-trends_ensemble","Oklahoma",0.848241815202729,"2021-2022"
"UMass-trends_ensemble","Oregon",1.29509088436608,"2021-2022"
"UMass-trends_ensemble","Pennsylvania",0.786970252421246,"2021-2022"
"UMass-trends_ensemble","Puerto Rico",0.938178546456419,"2021-2022"
"UMass-trends_ensemble","Rhode Island",1.26023963433078,"2021-2022"
"UMass-trends_ensemble","South Carolina",1.56179953674979,"2021-2022"
"UMass-trends_ensemble","South Dakota",1.26562884757449,"2021-2022"
"UMass-trends_ensemble","Tennessee",1.13232822522228,"2021-2022"
"UMass-trends_ensemble","Texas",0.688390445183899,"2021-2022"
"UMass-trends_ensemble","Utah",1.25069782607917,"2021-2022"
"UMass-trends_ensemble","Vermont",1.00105585496158,"2021-2022"
"UMass-trends_ensemble","Virginia",1.28049527030616,"2021-2022"
"UMass-trends_ensemble","Washington",1.11978506782893,"2021-2022"
"UMass-trends_ensemble","West Virginia",1.08786477478008,"2021-2022"
"UMass-trends_ensemble","Wisconsin",0.955838403793871,"2021-2022"
"UMass-trends_ensemble","Wyoming",1.24239455409574,"2021-2022"
"UT_FluCast-Voltaire","Alabama",1.66422400870895,"2021-2022"
"UT_FluCast-Voltaire","Alaska",2.49984014368262,"2021-2022"
"UT_FluCast-Voltaire","Arizona",1.50475947993433,"2021-2022"
"UT_FluCast-Voltaire","Arkansas",0.967691669147967,"2021-2022"
"UT_FluCast-Voltaire","California",1.02866978462051,"2021-2022"
"UT_FluCast-Voltaire","Colorado",1.15062490766972,"2021-2022"
"UT_FluCast-Voltaire","Connecticut",1.85182006936235,"2021-2022"
"UT_FluCast-Voltaire","Delaware",2.24504015601829,"2021-2022"
"UT_FluCast-Voltaire","District of Columbia",3.37161980799653,"2021-2022"
"UT_FluCast-Voltaire","Florida",1.33308137794343,"2021-2022"
"UT_FluCast-Voltaire","Georgia",1.7720308528604,"2021-2022"
"UT_FluCast-Voltaire","Hawaii",2.75160292281597,"2021-2022"
"UT_FluCast-Voltaire","Idaho",1.60776939381713,"2021-2022"
"UT_FluCast-Voltaire","Illinois",1.64422186520289,"2021-2022"
"UT_FluCast-Voltaire","Indiana",1.17362744608189,"2021-2022"
"UT_FluCast-Voltaire","Iowa",1.27273025489446,"2021-2022"
"UT_FluCast-Voltaire","Kansas",1.48813776649014,"2021-2022"
"UT_FluCast-Voltaire","Kentucky",0.695395131318806,"2021-2022"
"UT_FluCast-Voltaire","Louisiana",1.62964126002736,"2021-2022"
"UT_FluCast-Voltaire","Maine",1.12473269870103,"2021-2022"
"UT_FluCast-Voltaire","Maryland",1.41188658862699,"2021-2022"
"UT_FluCast-Voltaire","Massachusetts",1.05644274253516,"2021-2022"
"UT_FluCast-Voltaire","Michigan",1.4458916016135,"2021-2022"
"UT_FluCast-Voltaire","Minnesota",1.99265970062744,"2021-2022"
"UT_FluCast-Voltaire","Mississippi",1.76130220699173,"2021-2022"
"UT_FluCast-Voltaire","Missouri",1.11536370638953,"2021-2022"
"UT_FluCast-Voltaire","Montana",2.35673125048511,"2021-2022"
"UT_FluCast-Voltaire","Nebraska",1.6792974677567,"2021-2022"
"UT_FluCast-Voltaire","Nevada",1.59573009654187,"2021-2022"
"UT_FluCast-Voltaire","New Hampshire",1.51348783300031,"2021-2022"
"UT_FluCast-Voltaire","New Jersey",1.29206495710893,"2021-2022"
"UT_FluCast-Voltaire","New Mexico",1.83428797624767,"2021-2022"
"UT_FluCast-Voltaire","New York",0.780103434789375,"2021-2022"
"UT_FluCast-Voltaire","North Carolina",2.3064220298649,"2021-2022"
"UT_FluCast-Voltaire","North Dakota",1.67573871974469,"2021-2022"
"UT_FluCast-Voltaire","Ohio",1.34554379447341,"2021-2022"
"UT_FluCast-Voltaire","Oklahoma",1.12010432517173,"2021-2022"
"UT_FluCast-Voltaire","Oregon",2.15548520424773,"2021-2022"
"UT_FluCast-Voltaire","Pennsylvania",1.07715836194345,"2021-2022"
"UT_FluCast-Voltaire","Puerto Rico",2.37399055181425,"2021-2022"
"UT_FluCast-Voltaire","Rhode Island",2.46690043804125,"2021-2022"
"UT_FluCast-Voltaire","South Carolina",2.17937939786482,"2021-2022"
"UT_FluCast-Voltaire","South Dakota",1.83841149039645,"2021-2022"
"UT_FluCast-Voltaire","Tennessee",2.38774053348046,"2021-2022"
"UT_FluCast-Voltaire","Texas",1.2755207917161,"2021-2022"
"UT_FluCast-Voltaire","Utah",1.7238669060237,"2021-2022"
"UT_FluCast-Voltaire","Vermont",1.38472685898366,"2021-2022"
"UT_FluCast-Voltaire","Virginia",2.39108032773038,"2021-2022"
"UT_FluCast-Voltaire","Washington",2.39731519705384,"2021-2022"
"UT_FluCast-Voltaire","West Virginia",2.18359903399218,"2021-2022"
"UT_FluCast-Voltaire","Wisconsin",1.29187617329428,"2021-2022"
"UT_FluCast-Voltaire","Wyoming",2.41579216942813,"2021-2022"
"UVAFluX-Ensemble","Alabama",0.758427754661178,"2021-2022"
"UVAFluX-Ensemble","Alaska",0.787024368685088,"2021-2022"
"UVAFluX-Ensemble","Arizona",1.94185521376343,"2021-2022"
"UVAFluX-Ensemble","Arkansas",0.929494987773958,"2021-2022"
"UVAFluX-Ensemble","California",0.807764121481146,"2021-2022"
"UVAFluX-Ensemble","Colorado",1.24671989787965,"2021-2022"
"UVAFluX-Ensemble","Connecticut",1.52149999934058,"2021-2022"
"UVAFluX-Ensemble","Delaware",0.935805996201894,"2021-2022"
"UVAFluX-Ensemble","District of Columbia",1.16721206617895,"2021-2022"
"UVAFluX-Ensemble","Florida",1.55778183549521,"2021-2022"
"UVAFluX-Ensemble","Georgia",1.1435893317109,"2021-2022"
"UVAFluX-Ensemble","Hawaii",0.802381627445421,"2021-2022"
"UVAFluX-Ensemble","Idaho",1.46618918864642,"2021-2022"
"UVAFluX-Ensemble","Illinois",1.17628210004453,"2021-2022"
"UVAFluX-Ensemble","Indiana",1.13872383583795,"2021-2022"
"UVAFluX-Ensemble","Iowa",1.11032103736098,"2021-2022"
"UVAFluX-Ensemble","Kansas",1.21038777751602,"2021-2022"
"UVAFluX-Ensemble","Kentucky",0.784974570823565,"2021-2022"
"UVAFluX-Ensemble","Louisiana",1.26425323857821,"2021-2022"
"UVAFluX-Ensemble","Maine",0.954523195483243,"2021-2022"
"UVAFluX-Ensemble","Maryland",1.15759851567491,"2021-2022"
"UVAFluX-Ensemble","Massachusetts",1.8226751963892,"2021-2022"
"UVAFluX-Ensemble","Michigan",1.46483884801691,"2021-2022"
"UVAFluX-Ensemble","Minnesota",1.11579484498874,"2021-2022"
"UVAFluX-Ensemble","Mississippi",1.12453889428194,"2021-2022"
"UVAFluX-Ensemble","Missouri",1.24670356953395,"2021-2022"
"UVAFluX-Ensemble","Montana",1.11647302227111,"2021-2022"
"UVAFluX-Ensemble","Nebraska",1.20743859340172,"2021-2022"
"UVAFluX-Ensemble","Nevada",1.12595115412508,"2021-2022"
"UVAFluX-Ensemble","New Hampshire",1.21345100903696,"2021-2022"
"UVAFluX-Ensemble","New Jersey",1.30032272692845,"2021-2022"
"UVAFluX-Ensemble","New Mexico",1.11702760931773,"2021-2022"
"UVAFluX-Ensemble","New York",1.37618419934284,"2021-2022"
"UVAFluX-Ensemble","North Carolina",1.26333813073292,"2021-2022"
"UVAFluX-Ensemble","North Dakota",0.784334207001737,"2021-2022"
"UVAFluX-Ensemble","Ohio",1.38547282505043,"2021-2022"
"UVAFluX-Ensemble","Oklahoma",1.62917910123439,"2021-2022"
"UVAFluX-Ensemble","Oregon",1.18478516180343,"2021-2022"
"UVAFluX-Ensemble","Pennsylvania",1.06758427193807,"2021-2022"
"UVAFluX-Ensemble","Puerto Rico",0.74806235278232,"2021-2022"
"UVAFluX-Ensemble","Rhode Island",1.11661307850013,"2021-2022"
"UVAFluX-Ensemble","South Carolina",1.09210391488087,"2021-2022"
"UVAFluX-Ensemble","South Dakota",1.2069187084462,"2021-2022"
"UVAFluX-Ensemble","Tennessee",0.863414890462733,"2021-2022"
"UVAFluX-Ensemble","Texas",1.22134704009894,"2021-2022"
"UVAFluX-Ensemble","Utah",1.07957008897059,"2021-2022"
"UVAFluX-Ensemble","Vermont",0.980910329585946,"2021-2022"
"UVAFluX-Ensemble","Virginia",1.12902402769808,"2021-2022"
"UVAFluX-Ensemble","Washington",1.12880016003918,"2021-2022"
"UVAFluX-Ensemble","West Virginia",1.01273061253918,"2021-2022"
"UVAFluX-Ensemble","Wisconsin",1.27841858795391,"2021-2022"
"UVAFluX-Ensemble","Wyoming",0.971814586733053,"2021-2022"
"CEPH-Rtrend_fluH","Alabama",1.08896966769927,"2022-2023"
"CEPH-Rtrend_fluH","Alaska",1.3021106179047,"2022-2023"
"CEPH-Rtrend_fluH","Arizona",0.880774513118129,"2022-2023"
"CEPH-Rtrend_fluH","Arkansas",0.999398529852006,"2022-2023"
"CEPH-Rtrend_fluH","California",1.0098938172919,"2022-2023"
"CEPH-Rtrend_fluH","Colorado",0.488326076386268,"2022-2023"
"CEPH-Rtrend_fluH","Connecticut",0.817511441168973,"2022-2023"
"CEPH-Rtrend_fluH","Delaware",2.46526622925783,"2022-2023"
"CEPH-Rtrend_fluH","District of Columbia",2.02175795337797,"2022-2023"
"CEPH-Rtrend_fluH","Florida",1.28589894026687,"2022-2023"
"CEPH-Rtrend_fluH","Georgia",1.58773556268699,"2022-2023"
"CEPH-Rtrend_fluH","Hawaii",1.73483809286278,"2022-2023"
